lat,lon,id
51.13531,4.56563,335
51.1275,4.57709,336
51.21371,4.40722,337
51.18861,4.74457,338
51.1321,4.44658,339
51.18822,4.37453,340
51.10399,4.64089,341
51.20255,4.39534,342
51.10268,4.7316,343
51.25388,4.44492,344
51.18118,4.37434,345
51.35584,4.33908,346
51.33302,4.36675,347
51.20619,4.4746,348
51.12861,4.33593,349
51.17872,4.42228,350
51.08904,4.87429,351
51.18851,5.07778,352
51.1554,4.89303,353
51.14053,4.38721,354
51.16957,5.16933,355
51.21982,4.36486,356
51.2187,4.39937,357
51.10573,4.36686,358
51.28864,4.49175,359
51.27236,4.65734,360
51.39422,4.94415,361
51.30998,5.02366,362
51.21779,4.33976,363
51.17902,4.38004,364
51.05959,4.66558,365
51.24678,4.59895,366
51.44563,4.92244,367
51.21992,4.41966,368
51.04382,4.48461,369
51.2784,4.41729,370
51.11316,4.86096,371
51.29739,4.41143,372
51.12875,4.32993,373
51.08493,4.31219,374
51.22392,4.44608,375
51.0877,4.36823,376
51.17393,5.15918,377
51.14284,4.45015,378
51.39082,4.47453,379
51.24752,4.56388,380
51.20093,4.39159,381
51.03475,4.51227,382
51.18552,5.11761,383
51.12563,4.51234,384
51.17666,4.85259,385
51.26154,4.41937,386
51.13466,4.37745,387
51.17916,4.85249,388
51.22036,4.46058,389
51.21092,4.59635,390
51.23549,4.83877,391
51.36874,4.9973,392
51.16537,4.5095,393
51.11512,4.37358,394
51.05471,4.3602,395
51.14308,4.94913,396
51.30621,4.73812,397
51.2132,4.44076,398
51.05673,4.629,399
51.1575,5.15284,400
51.34344,4.7565,401
51.07077,4.57096,402
51.29894,4.5009,403
51.202,4.45671,404
51.30389,4.50522,405
51.2722,4.64489,406
51.03029,4.47235,407
51.24336,4.44275,408
51.2009,5.1097,409
51.22977,4.41701,410
51.22882,4.52488,411
51.35601,4.86484,412
51.21907,4.32676,413
51.08651,4.36411,414
51.22701,4.42207,415
51.2416,4.58782,416
51.29996,4.67532,417
51.19885,4.45879,418
51.18054,4.3458,419
51.30164,4.42765,420
51.04731,4.93998,421
51.1025,4.33486,422
51.11559,4.36937,423
51.22328,4.42022,424
51.27373,4.63798,425
51.17791,4.3687,426
51.18677,4.42886,427
51.12798,4.33049,428
51.30776,4.40292,429
51.24514,4.43663,430
51.25681,4.50528,431
51.1818,4.55173,432
51.13714,4.4516,433
51.32135,4.58361,434
51.2198,4.44872,435
51.17484,4.35336,436
51.0417,4.78703,437
51.06023,4.6284,438
51.04626,4.86581,439
51.23024,4.46679,440
51.21965,4.41751,441
51.22954,4.52165,442
51.20911,4.41715,443
51.02129,4.48046,444
51.24717,4.45065,445
51.18212,4.55224,446
51.22137,4.42413,447
51.2571,4.41454,448
51.44223,4.923,449
51.36609,4.99218,450
51.17881,4.80724,451
51.17361,4.83199,452
51.21508,4.49279,453
51.24045,4.58227,454
51.3293,4.63573,455
51.15836,4.88887,456
51.13464,4.57281,457
51.197,4.41974,458
51.20172,4.42602,459
51.21136,4.42162,460
51.21416,4.44215,461
51.13377,4.47583,462
51.23256,5.077,463
51.23059,4.38847,464
51.3484,4.76097,465
51.05714,4.21109,466
51.044,4.47278,467
51.169,4.44302,468
51.1704,4.64843,469
51.12415,4.50906,470
51.03943,4.84852,471
51.26719,4.78311,472
51.07199,4.4983,473
51.19436,4.43519,474
51.21937,4.44906,475
51.0615,4.36163,476
51.17507,4.83743,477
51.20701,4.52863,478
51.21743,4.32757,479
51.19915,4.43357,480
51.07283,4.80348,481
51.31087,4.40745,482
51.16957,4.41028,483
51.28617,4.44851,484
50.99783,4.52698,485
51.08128,4.32035,486
51.16297,4.38779,487
51.24506,4.46742,488
51.22673,4.63965,489
51.19489,4.39141,490
51.30737,4.56173,491
51.43513,4.7512,492
51.06277,4.36109,493
51.22418,4.43185,494
51.17618,4.83764,495
51.17669,4.37962,496
51.307,4.73427,497
51.0398,4.77305,498
51.18821,4.42047,499
51.3001,4.7369,500
51.09543,4.33665,501
51.16202,4.39097,502
51.25708,4.41537,503
51.30089,4.41098,504
51.14483,4.34528,505
51.06791,4.90692,506
51.22011,4.41766,507
51.05699,4.62626,508
51.17614,4.98477,509
51.14881,4.60653,510
51.10903,4.63201,511
51.00342,4.51811,512
51.32523,5.0749,513
51.22066,4.43185,514
51.02584,4.69367,515
51.25499,4.9658,516
51.34,4.28554,517
51.19085,4.43868,518
51.01621,4.47279,519
51.21446,4.45636,520
51.08527,4.37907,521
51.20561,4.47208,522
51.31983,4.95383,523
51.22172,4.42039,524
51.15102,4.39399,525
51.20741,4.38623,526
51.18857,4.42993,527
51.22525,4.63242,528
51.22745,4.40522,529
51.21901,4.41947,530
51.06493,4.34417,531
51.22892,5.07719,532
51.22313,4.42676,533
51.14974,4.53304,534
51.15482,4.67603,535
51.26447,4.418,536
51.25101,4.82021,537
51.19371,4.41996,538
51.19836,4.76729,539
51.21797,4.42152,540
51.28993,4.48672,541
51.13401,4.38777,542
51.31856,5.07743,543
51.20976,4.43527,544
51.18296,4.36064,545
51.19993,4.44159,546
51.19965,4.4357,547
51.28746,5.18936,548
51.17085,4.35403,549
51.14872,4.43508,550
51.21951,4.43473,551
51.25672,4.4649,552
51.16107,4.52072,553
51.23215,4.42427,554
51.17739,4.43416,555
51.17495,4.46843,556
51.30415,4.486,557
51.27111,5.084,558
51.1751,5.18165,559
51.06046,4.89397,560
51.30826,4.50227,561
51.21758,4.41797,562
51.21856,4.41707,563
51.07144,4.53047,564
51.18551,4.37459,565
51.26783,4.52535,566
51.10538,4.45445,567
51.30582,4.4037,568
51.23245,4.45081,569
51.24444,4.47451,570
51.26365,4.56712,571
51.35977,4.55642,572
51.38814,4.47537,573
51.21963,4.40107,574
51.19142,4.44556,575
51.17706,4.34782,576
51.21914,4.40107,577
51.13812,4.62348,578
51.31945,4.8507,579
51.18981,4.39124,580
51.2588,4.62673,581
51.18333,4.61408,582
51.20683,4.71423,583
51.25596,4.49509,584
51.40314,4.76071,585
51.25398,4.44457,586
51.29841,4.52053,587
51.17996,5.21255,588
51.36211,4.48139,589
51.22987,4.51043,590
51.28504,4.42084,591
51.14235,4.46657,592
51.16006,4.48559,593
51.09511,4.51094,594
51.35591,4.75855,595
51.17755,4.36117,596
51.25165,4.48324,597
51.18092,4.46237,598
51.41648,4.70442,599
51.22269,4.42297,600
51.33141,4.95649,601
51.05466,4.88778,602
51.03531,4.35649,603
51.10528,4.70804,604
51.15529,4.45743,605
51.31164,4.42308,606
51.09961,4.23579,607
51.06089,4.47376,608
51.21353,4.5898,609
51.06066,4.58324,610
51.10173,4.90025,611
51.17884,4.4535,612
51.14,4.33732,613
51.20967,4.42899,614
51.22383,4.41721,615
51.27132,4.64588,616
51.40958,4.76128,617
51.29807,4.49187,618
51.20479,4.91545,619
51.21082,4.32546,620
51.15986,4.92782,621
51.17502,5.16174,622
51.18969,4.37797,623
51.26876,5.07991,624
51.19998,4.44158,625
51.0077,4.51825,626
51.21874,4.42158,627
51.17444,4.4082,628
51.35457,4.76222,629
51.16902,4.43831,630
51.02439,4.47418,631
51.14797,4.84535,632
51.25629,4.4598,633
51.02702,4.4762,634
51.12781,4.57744,635
51.1955,4.49065,636
51.23246,5.07946,637
51.21016,4.39418,638
51.08266,5.02846,639
51.21207,4.39192,640
51.26959,5.08164,641
51.00934,4.50886,642
51.05113,4.20296,643
51.16383,4.49138,644
51.1877,4.37488,645
51.17864,4.36038,646
51.02813,4.75308,647
51.22035,4.43186,648
51.0856,4.84561,649
51.25337,4.41832,650
51.0604,4.3577,651
51.30576,4.94457,652
51.31727,4.40212,653
51.3044,4.41272,654
51.20536,4.39952,655
51.41688,4.61731,656
51.22344,4.44668,657
51.1942,4.45706,658
51.204,4.42462,659
51.1286,5.00572,660
51.23261,4.4051,661
51.17967,4.37694,662
51.34775,4.64122,663
51.07791,4.40242,664
51.22362,4.45443,665
51.22203,4.47943,666
51.23334,4.40803,667
51.20953,4.40752,668
51.15203,4.46744,669
51.22696,4.41812,670
51.30855,4.74925,671
51.13849,4.43876,672
51.03414,4.4755,673
51.21807,4.40851,674
51.0433,4.47721,675
51.24605,4.46106,676
51.37471,4.98986,677
51.18406,4.60406,678
51.22442,4.42996,679
51.33004,4.9206,680
51.34352,4.315,681
51.22301,4.42834,682
51.48412,4.76603,683
51.1242,4.48585,684
51.28595,4.44058,685
51.15123,4.90048,686
51.24036,4.4383,687
51.25846,4.45308,688
51.19413,4.67795,689
51.21143,4.44025,690
51.05666,4.35858,691
51.15986,5.01026,692
51.1402,4.7614,693
51.07826,5.03785,694
51.09084,5.08764,695
51.14096,4.90961,696
51.22754,4.45303,697
51.20676,4.40984,698
51.02168,4.49024,699
51.0561,4.45842,700
51.2548,4.54915,701
51.18219,4.37653,702
51.21526,4.40506,703
51.22504,4.43352,704
51.21081,4.41165,705
51.24966,4.43704,706
51.15847,4.669,707
51.20091,4.48257,708
51.20107,4.40629,709
51.13384,5.01548,710
51.25012,4.90558,711
51.24581,4.4207,712
51.13061,4.42564,713
51.21647,5.1828,714
51.24371,4.58812,715
51.09575,4.24972,716
51.21118,4.75751,717
51.22347,4.50101,718
51.14241,4.38023,719
51.31283,4.41717,720
51.30021,4.55204,721
51.13201,4.37888,722
51.13448,4.56136,723
51.13396,4.44721,724
51.41251,4.47061,725
51.21999,4.40273,726
51.16454,4.47554,727
51.22428,4.42178,728
51.25494,4.62421,729
51.2026,4.4159,730
51.19895,4.43007,731
51.18141,4.38277,732
51.16883,4.98757,733
51.21444,4.41811,734
51.38937,4.59089,735
51.20755,4.43006,736
51.22485,4.42186,737
51.13935,4.75628,738
51.20332,4.39469,739
51.19066,5.10058,740
51.2341,4.97149,741
51.19944,4.4078,742
51.29601,4.70083,743
51.29725,4.44722,744
51.24332,4.46001,745
51.15139,4.45482,746
51.28681,4.38442,747
51.0245,4.50057,748
51.23543,4.46777,749
51.45507,4.52793,750
51.10306,4.37397,751
51.26563,4.64055,752
51.32492,4.94019,753
51.21724,4.43815,754
51.21141,4.43566,755
51.21044,4.45067,756
51.30466,4.52716,757
51.34828,4.53533,758
51.15099,4.55182,759
51.17579,4.83174,760
51.01922,4.61161,761
51.16013,4.38063,762
51.18137,4.42298,763
51.21065,4.39687,764
51.12927,4.5696,765
51.39623,4.75577,766
51.33119,4.96273,767
51.23535,4.92013,768
51.21564,4.69846,769
51.20649,4.47274,770
51.47219,4.80352,771
51.0634,4.35444,772
51.18587,4.99667,773
51.20318,4.41148,774
51.03462,4.76503,775
51.24316,4.9678,776
51.01765,4.47524,777
51.21327,4.41658,778
51.03248,4.36317,779
51.29438,4.43432,780
51.2231,4.44011,781
51.30772,4.92211,782
51.21011,4.4002,783
51.22518,4.45892,784
51.07308,4.78442,785
51.19555,4.74699,786
51.33519,5.09631,787
51.05932,4.34831,788
51.15546,4.44925,789
51.19001,4.37626,790
51.1617,5.00977,791
51.15767,5.01261,792
51.17895,4.37824,793
51.14923,4.34722,794
51.20048,4.41437,795
51.2151,4.4,796
51.18713,5.11744,797
51.21184,4.33644,798
51.30626,4.40502,799
51.05634,4.63045,800
51.03487,4.41774,801
51.20091,4.41601,802
51.17675,4.37902,803
51.23251,4.40295,804
51.20154,4.39683,805
51.05963,4.34464,806
51.19108,4.39825,807
51.2001,4.45377,808
51.18233,4.39617,809
51.13264,4.45354,810
51.20915,4.41655,811
51.17921,4.83031,812
51.17897,4.45585,813
51.30433,4.44498,814
51.21996,4.36473,815
51.02817,4.47058,816
51.28412,4.46546,817
51.0279,4.47992,818
51.0496,4.46881,819
51.41922,4.76211,820
51.12865,4.45441,821
51.28621,4.84188,822
51.32023,5.08585,823
51.18028,4.37604,824
51.20937,4.4495,825
51.30765,4.40874,826
51.21805,4.41018,827
51.22602,4.40349,828
51.21955,4.40251,829
51.21905,4.32445,830
51.03747,4.49585,831
51.13101,5.09378,832
51.2319,4.46359,833
51.32889,4.93307,834
51.25807,4.49997,835
51.25304,4.45803,836
51.17239,4.44951,837
51.22352,4.44659,838
51.18307,4.43093,839
51.24889,4.45394,840
51.16585,4.38288,841
51.20369,4.41146,842
51.03405,4.48916,843
51.25682,4.45805,844
51.03978,4.44389,845
51.35918,4.53915,846
51.03076,4.60654,847
51.35247,4.66324,848
51.21195,4.44329,849
51.02718,4.47695,850
51.10438,4.26592,851
51.29999,4.47385,852
51.28665,4.94498,853
51.30238,4.48292,854
51.09981,4.3683,855
51.16856,4.98034,856
51.18085,4.35903,857
51.20902,4.39768,858
51.38334,4.4779,859
51.2331,4.55458,860
51.18502,4.41261,861
51.2248,4.40496,862
51.02973,4.49844,863
51.05681,4.46692,864
51.34972,4.39869,865
51.21432,4.41188,866
51.20534,4.41526,867
51.40198,4.76691,868
51.20969,4.42034,869
51.30186,4.7254,870
51.08463,4.27362,871
51.33288,5.12404,872
51.21493,4.45264,873
51.27432,4.41879,874
51.00215,4.7023,875
51.19396,5.10883,876
51.47829,4.79645,877
51.31728,4.86903,878
51.21874,4.32656,879
51.242,4.58627,880
51.22014,4.41677,881
50.8883,5.3021,882
51.22799,4.42019,883
51.24622,4.44914,884
51.24681,4.4315,885
51.16497,4.82842,886
51.04178,4.32659,887
51.26406,4.53154,888
51.14695,4.34792,889
51.20943,4.43031,890
51.07175,4.8089,891
51.12386,4.82044,892
51.27504,4.41742,893
51.16997,4.46282,894
51.24339,4.96735,895
51.11642,4.58523,896
51.10684,4.53627,897
51.33616,4.66613,898
51.22575,4.40099,899
51.31765,4.95632,900
51.16292,4.782,901
51.18952,4.42169,902
51.09521,4.5104,903
51.18009,4.60549,904
51.04455,4.47373,905
51.26488,4.79196,906
51.25344,4.43662,907
51.03608,4.47153,908
51.21743,4.41663,909
51.46723,4.4671,910
51.3193,4.93942,911
51.29731,4.57386,912
51.01797,4.48216,913
51.1704,4.37543,914
51.2721,4.51972,915
51.22373,4.42957,916
51.1437,4.57558,917
51.19667,4.54971,918
51.03044,4.49272,919
51.06224,4.31255,920
51.13581,4.7524,921
51.19643,4.41082,922
51.17998,4.37991,923
51.02676,4.47848,924
51.04653,4.41609,925
51.21954,4.37068,926
51.44787,5.09069,927
51.09386,4.26938,928
51.33416,4.3596,929
51.22881,4.4524,930
51.24461,4.97417,931
51.17356,5.13516,932
51.02729,4.83379,933
51.43003,4.81137,934
51.24187,4.45154,935
51.14972,4.34407,936
51.23589,4.82704,937
51.12113,5.0536,938
51.16304,4.99273,939
51.30274,4.73484,940
51.41281,4.76339,941
51.22639,4.47388,942
51.18292,4.56619,943
51.05774,4.66751,944
51.25919,4.50629,945
51.19157,4.39687,946
51.07764,4.74376,947
51.21119,4.41941,948
51.30855,5.01101,949
51.35186,4.41416,950
51.21953,4.42287,951
51.22712,4.44874,952
51.24583,4.4657,953
51.17973,4.35853,954
51.32888,4.94641,955
51.32644,4.93272,956
51.25602,4.44985,957
51.22744,4.43943,958
51.39562,4.85797,959
51.17595,4.36847,960
51.02163,4.474,961
51.27364,4.65607,962
51.2405,4.72701,963
51.08886,4.22186,964
51.1489,4.45387,965
51.22248,4.40236,966
51.40087,4.76577,967
51.18822,5.10917,968
51.17696,4.43578,969
51.0378,4.47338,970
51.09528,4.25164,971
51.20841,4.40884,972
51.46712,4.46243,973
51.20501,4.34303,974
51.01527,4.4991,975
51.08761,5.09613,976
51.19133,5.15283,977
51.04737,4.50606,978
51.27934,4.4179,979
51.21848,4.42464,980
51.24706,4.43667,981
51.2301,4.44258,982
51.44531,4.92336,983
51.22408,4.42533,984
51.21086,4.41128,985
51.0569,4.46674,986
51.22008,4.45976,987
51.22592,4.41286,988
51.22151,4.43725,989
51.2631,4.41752,990
51.30371,4.87195,991
51.13568,4.47461,992
51.16039,4.98898,993
51.23971,4.58082,994
51.14986,4.45131,995
51.21982,4.40791,996
51.25256,4.50408,997
51.32294,4.95042,998
51.17022,4.39506,999
51.20037,4.43283,1000
51.31329,4.41683,1001
51.22766,4.37982,1002
51.20861,4.38538,1003
51.16873,4.36247,1004
51.16332,4.9963,1005
51.43397,4.44665,1006
51.42023,4.76156,1007
51.31317,4.42464,1008
51.21057,4.47639,1009
51.19268,4.42231,1010
51.21002,4.42448,1011
51.16875,4.79844,1012
51.303,4.47772,1013
51.17791,4.36169,1014
51.36745,4.54373,1015
51.11703,4.33649,1016
51.03046,4.48271,1017
51.06858,4.73487,1018
51.34282,4.31964,1019
51.16405,5.18743,1020
51.19175,4.8442,1021
51.28506,4.56657,1022
51.13305,4.32956,1023
51.24698,4.44857,1024
51.15661,4.48305,1025
51.22106,4.31785,1026
51.19966,4.43787,1027
51.31544,4.40527,1028
51.08563,4.89992,1029
51.04861,4.4744,1030
51.17442,4.35091,1031
51.17638,4.34641,1032
51.214,4.56896,1033
51.13319,4.44916,1034
51.15597,4.4173,1035
51.32179,4.93842,1036
51.12844,4.58041,1037
51.44619,5.04376,1038
51.23099,4.40648,1039
51.31539,4.93897,1040
51.29724,4.69873,1041
51.2271,4.42439,1042
51.31376,4.44242,1043
51.16069,4.50828,1044
51.20483,4.41997,1045
51.35771,4.54237,1046
51.2325,4.46028,1047
51.32249,4.86585,1048
51.24985,4.42303,1049
51.20665,4.47171,1050
51.32222,4.95339,1051
51.18032,5.12298,1052
51.15004,5.1273,1053
51.45072,4.44913,1054
51.25319,4.49277,1055
51.22791,4.40418,1056
51.19502,4.74333,1057
51.22142,4.42436,1058
51.31478,4.45825,1059
51.21949,4.41957,1060
51.17468,4.34378,1061
51.26337,4.54999,1062
51.21659,4.40973,1063
51.15648,4.43096,1064
51.21823,4.40639,1065
51.34716,4.43535,1066
51.04827,4.20353,1067
51.00977,4.43163,1068
51.37048,4.46454,1069
51.14319,4.53757,1070
51.31802,4.98182,1071
51.01978,4.48471,1072
51.05083,4.72762,1073
51.20275,4.43368,1074
51.11021,4.37329,1075
51.12769,4.33009,1076
51.19141,4.44554,1077
51.13078,4.38228,1078
51.17225,4.55117,1079
51.27628,4.44315,1080
51.13456,4.39165,1081
51.04011,4.50947,1082
51.21972,4.47567,1083
51.20061,4.76008,1084
51.12907,4.86241,1085
51.04336,4.269,1086
51.16684,4.39396,1087
51.19503,4.518,1088
51.22958,4.54835,1089
51.30022,4.944,1090
51.25648,4.50802,1091
51.30378,5.02085,1092
51.28899,5.03776,1093
51.2825,4.45716,1094
51.08413,4.72913,1095
51.14995,4.46342,1096
51.31339,4.92511,1097
51.2872,4.6413,1098
51.20156,4.44189,1099
51.1766,4.35098,1100
51.33051,4.36354,1101
51.24276,4.45044,1102
51.31595,4.92163,1103
51.41648,4.7044,1104
51.22106,4.42679,1105
51.16967,4.44305,1106
51.29636,4.41155,1107
51.0547,4.35354,1108
51.47381,4.79854,1109
51.21795,4.4264,1110
51.30984,4.4314,1111
51.1985,4.41816,1112
51.02441,4.72768,1113
51.19714,4.44929,1114
51.18717,5.09809,1115
51.44088,4.9298,1116
51.17143,4.44867,1117
51.0217,4.46876,1118
51.30856,4.54447,1119
51.37683,4.76882,1120
51.21443,4.39414,1121
51.29969,4.68412,1122
51.20471,4.42025,1123
51.13554,4.56229,1124
51.22037,4.48056,1125
51.32136,4.96623,1126
51.18836,4.38966,1127
51.20131,4.77414,1128
51.22988,4.4054,1129
51.30948,4.4461,1130
51.19792,4.44341,1131
51.20251,4.44445,1132
51.18143,4.34881,1133
51.2257,4.37869,1134
51.01807,4.48269,1135
51.31337,5.00205,1136
51.10339,4.38788,1137
51.23412,4.46646,1138
51.03447,4.75576,1139
51.29846,4.88148,1140
51.35767,4.86374,1141
51.16487,4.39531,1142
51.4491,4.94865,1143
51.26046,4.51393,1144
51.10027,4.3779,1145
51.21561,4.4141,1146
51.37308,4.9934,1147
51.21389,4.41773,1148
51.3018,4.74395,1149
51.12944,4.38249,1150
51.31593,4.99043,1151
51.13561,4.90603,1152
51.32714,4.9356,1153
