potential_aed_id,intervention_id,intervention_lat,intervention_lon,distance_to_potential_aed,distance_to_existing_aed,existing_aed_id,existing_aed_lat,existing_aed_lon,arrest_count,potential_aed_lat,potential_aed_lon
5676,"[3938, 8098]","[51.03245, 51.03482]","[4.71127, 4.70119]","[0.4867566550010143, 0.34570231832355774]","[1.1127848654404693, 0.6065841809297832]","[12087, 12087]","[51.030638, 51.030638]","[4.6956201, 4.6956201]",2,51.035353535353536,4.706060606060606
5677,"[4066, 7192, 7849, 27137]","[51.06561, 51.0638, 51.05921, 51.06536]","[4.70611, 4.69975, 4.71419, 4.70594]","[1.1180085415213925, 1.0173106070858167, 0.6985274239380338, 1.090237062534233]","[1.6490380942507605, 1.4532876175278948, 1.341983234719894, 1.6746281514927353]","[12025, 10942, 136, 12025]","[51.0739902, 51.0614935, 51.0492684, 51.0739902]","[4.7255816, 4.6792803, 4.7033045, 4.7255816]",4,51.05555555555556,4.706060606060606
5678,"[1264, 1592, 1945, 2630, 2680, 2922, 3132, 3748, 4348, 4427, 4472, 4551, 4741, 4993, 5819, 5828, 5926, 6112, 6239, 6787, 7079, 7282, 7586, 8130, 8832, 8933, 27096]","[51.06897, 51.07174, 51.0782, 51.0697, 51.07391, 51.0748, 51.06752, 51.07421, 51.07342, 51.07814, 51.07444, 51.07178, 51.07563, 51.07527, 51.06977, 51.07662, 51.07384, 51.07303, 51.07307, 51.07363, 51.06952, 51.07988, 51.0663, 51.06891, 51.06674, 51.06934, 51.07263]","[4.69348, 4.70125, 4.7095, 4.70845, 4.70924, 4.70882, 4.70886, 4.70775, 4.7021, 4.70976, 4.71388, 4.70235, 4.70255, 4.7037, 4.69488, 4.7131, 4.71394, 4.71391, 4.71452, 4.71491, 4.697, 4.70445, 4.70839, 4.69408, 4.70611, 4.70673, 4.71356]","[1.1585544038464746, 0.5590463903234223, 0.3626194522502862, 0.6939510826789811, 0.3025657892573634, 0.22023192480518997, 0.9366264561498441, 0.20866962098105923, 0.37964231901598194, 0.37009775523503563, 0.5655979368164922, 0.5126646446162145, 0.24567141471886636, 0.1736026290678907, 1.026394209361198, 0.5010505994684992, 0.5903411921919687, 0.6266788884309916, 0.6622741348601565, 0.6619756829180135, 0.9390452968493865, 0.47199981126779683, 1.06415419535964, 1.131559369612949, 1.002714613957072, 0.7151328317392778, 0.6288601216076011]","[1.294494888998145, 1.3577436366063156, 0.5086859196701847, 1.288526186633577, 0.9859599284258989, 0.8882779115282716, 1.3720953255246087, 0.9607953780044484, 1.1637946505238939, 0.5155005577442354, 0.7742841944688473, 1.3225452185685502, 0.9336696826388282, 0.9298306012386334, 1.4266159664949074, 0.6501117207857123, 0.8135199461879338, 0.822411699447943, 0.7795769769327565, 0.7466554831633895, 1.526357112460056, 0.4812451730497325, 1.4744825940293391, 1.3227369992216844, 1.5814229736920633, 1.415005000172968, 0.853417795860868]","[10942, 7237, 7237, 12025, 7237, 7237, 12025, 7237, 7237, 7237, 6152, 7237, 7237, 7237, 10942, 6152, 12025, 12025, 12025, 12025, 10942, 7237, 12025, 10942, 12025, 12025, 12025]","[51.0614935, 51.0827745, 51.0827745, 51.0739902, 51.0827745, 51.0827745, 51.0739902, 51.0827745, 51.0827745, 51.0827745, 51.079851, 51.0827745, 51.0827745, 51.0827745, 51.0614935, 51.079851, 51.0739902, 51.0739902, 51.0739902, 51.0739902, 51.0614935, 51.0827745, 51.0739902, 51.0614935, 51.0739902, 51.0739902, 51.0739902]","[4.6792803, 4.7095718, 4.7095718, 4.7255816, 4.7095718, 4.7095718, 4.7255816, 4.7095718, 4.7095718, 4.7095718, 4.7208559, 4.7095718, 4.7095718, 4.7095718, 4.6792803, 4.7208559, 4.7255816, 4.7255816, 4.7255816, 4.7255816, 4.6792803, 4.7095718, 4.7255816, 4.6792803, 4.7255816, 4.7255816, 4.7255816]",27,51.07575757575758,4.706060606060606
5679,"[604, 2137, 4723, 5164, 6436, 7458, 7822, 7969]","[51.10528, 51.10471, 51.10602, 51.10346, 51.10431, 51.10156, 51.09812, 51.10327]","[4.70804, 4.71109, 4.70785, 4.71702, 4.7173, 4.71934, 4.7156, 4.71967]","[1.0455570018537867, 1.034436298997754, 1.1256217829450952, 1.1318959739704715, 1.2157590264332343, 1.1169786740048684, 0.7081351558220516, 1.2505386061403516]","[2.1156622057871397, 2.001185346797766, 2.1982482530572245, 1.8202955333791904, 1.9149788959113112, 1.6178346873208318, 1.229982757883731, 1.8093468204710041]","[13372, 13372, 13372, 13372, 13372, 13372, 13372, 13372]","[51.0870898, 51.0870898, 51.0870898, 51.0870898, 51.0870898, 51.0870898, 51.0870898, 51.0870898]","[4.716924, 4.716924, 4.716924, 4.716924, 4.716924, 4.716924, 4.716924, 4.716924]",8,51.0959595959596,4.706060606060606
5680,"[1306, 2674, 3679, 6718]","[51.10809, 51.11756, 51.10627, 51.122]","[4.70956, 4.69913, 4.69276, 4.69759]","[0.9301734244677623, 0.508137685245243, 1.4394094499897006, 0.8780707556452672]","[2.3910657582611634, 1.7041404573077699, 1.9513257936687962, 1.5967548175047177]","[13372, 636, 636, 636]","[51.0870898, 51.119811, 51.119811, 51.119811]","[4.716924, 4.6749795, 4.6749795, 4.6749795]",4,51.11616161616162,4.706060606060606
5681,[3002],[51.13406],[4.68764],[1.3105400146373731],[1.8141071217386382],[636],[51.119811],[4.6749795],1,51.13636363636363,4.706060606060606
5682,"[1464, 1712, 4817, 5793, 6425, 8248]","[51.16555, 51.1665, 51.1641, 51.16384, 51.16498, 51.16406]","[4.70402, 4.70642, 4.7095, 4.69345, 4.70934, 4.69343]","[1.0090971221171217, 1.1049328471757245, 0.8714373281169896, 1.1948321186899475, 0.9631746812851757, 1.2125378689005462]","[1.433483605770268, 1.56200333905461, 1.366630094407802, 1.377208147831533, 1.4538507982133613, 1.3998289081851887]","[12086, 12086, 12086, 12086, 12086, 12086]","[51.1527133, 51.1527133, 51.1527133, 51.1527133, 51.1527133, 51.1527133]","[4.7021245, 4.7021245, 4.7021245, 4.7021245, 4.7021245, 4.7021245]",6,51.156565656565654,4.706060606060606
5683,"[3, 5260, 27100]","[51.17087, 51.17041, 51.18158]","[4.71213, 4.7138, 4.69924]","[0.7804477430252903, 0.8893161454355577, 0.7158094221453369]","[1.6238037983682643, 1.5585748163038806, 1.5820873935327233]","[7864, 7864, 12367]","[51.1789241, 51.1789241, 51.1889073]","[4.7315597, 4.7315597, 4.7186978]",3,51.176767676767675,4.706060606060606
5684,"[3642, 8410]","[51.18861, 51.18778]","[4.70075, 4.69963]","[1.000514794395062, 1.1157916973408972]","[1.2512578254854418, 1.334787095208089]","[12367, 12367]","[51.1889073, 51.1889073]","[4.7186978, 4.7186978]",2,51.196969696969695,4.706060606060606
5685,"[4086, 5449]","[51.22679, 51.21694]","[4.72093, 4.70211]","[1.4886799666053483, 0.27636092730601525]","[1.8648439366936582, 0.7174759111346499]","[12041, 4559]","[51.2432124, 51.2181631]","[4.7263624, 4.6919954]",2,51.21717171717171,4.706060606060606
5686,"[2821, 4334, 4511]","[51.23854, 51.24531, 51.23793]","[4.71454, 4.70207, 4.71563]","[0.6043929357528216, 0.925163765794765, 0.6690692331108826]","[0.973269018608594, 1.7069606734006473, 0.9503701407390398]","[12041, 12041, 12041]","[51.2432124, 51.2432124, 51.2432124]","[4.7263624, 4.7263624, 4.7263624]",3,51.23737373737374,4.706060606060606
5687,"[4495, 4904, 6936, 8532]","[51.26746, 51.26516, 51.26139, 51.26567]","[4.70672, 4.7124, 4.72016, 4.71258]","[1.1000348458829958, 0.9517258027819305, 1.0688571398803781, 1.0078946367721564]","[2.11555196560613, 2.377510209040051, 2.0668362033026924, 2.3224145768033093]","[8390, 8390, 12041, 8390]","[51.2864335, 51.2864335, 51.2432124, 51.2864335]","[4.7089696, 4.7089696, 4.7263624, 4.7089696]",4,51.25757575757576,4.706060606060606
5688,"[69, 2606, 4115, 4137, 5669, 5967, 7165, 8122, 9033, 26314, 26947]","[51.27207, 51.26823, 51.27741, 51.2715, 51.27544, 51.26791, 51.2769, 51.27419, 51.27515, 51.27012, 51.26974]","[4.715, 4.70614, 4.717, 4.71475, 4.69531, 4.71248, 4.71392, 4.72249, 4.70093, 4.7116, 4.71322]","[0.888537431203374, 1.0616788154975692, 0.7620176854935855, 0.9233892258940213, 0.7916970353445703, 1.1846394556660673, 0.5553294711276456, 1.2104624406790663, 0.4612408413339224, 0.934637973895205, 1.023153874470764]","[1.6513078506180539, 2.0336835446799046, 1.1483444991150018, 1.7085110165085473, 1.424120792939949, 2.0741422437109924, 1.1145900459981315, 1.6546267666202386, 1.3736342826782635, 1.8231820658075863, 1.8796289843547653]","[8390, 8390, 8390, 8390, 4964, 8390, 8390, 8390, 8390, 8390, 8390]","[51.2864335, 51.2864335, 51.2864335, 51.2864335, 51.2882286, 51.2864335, 51.2864335, 51.2864335, 51.2864335, 51.2864335, 51.2864335]","[4.7089696, 4.7089696, 4.7089696, 4.7089696, 4.6964198, 4.7089696, 4.7089696, 4.7089696, 4.7089696, 4.7089696, 4.7089696]",11,51.27777777777778,4.706060606060606
5689,"[743, 2758, 3128, 8293]","[51.29601, 51.29965, 51.29509, 51.29574]","[4.70083, 4.70177, 4.70191, 4.70223]","[0.4245405370949254, 0.3513946939756762, 0.4318986127581768, 0.3646411096763373]","[0.5096779008549766, 0.5020563836574132, 0.5064606426859165, 0.48447117497141245]","[1969, 5883, 818, 818]","[51.2968114, 51.3001629, 51.2954024, 51.2954024]","[4.6936125, 4.6945954, 4.7091768, 4.7091768]",4,51.2979797979798,4.706060606060606
5691,"[1482, 5270]","[51.33414, 51.34718]","[4.7081, 4.70558]","[0.4927016551206891, 0.9786580550394063]","[0.7437528368915054, 1.0940043030982147]","[12793, 12793]","[51.3381087, 51.3381087]","[4.699482, 4.699482]",2,51.33838383838384,4.706060606060606
5692,[4636],[51.3517],[4.7227],[1.3861114282406723],[2.166840519642678],[6909],[51.3334882],[4.733799],1,51.35858585858586,4.706060606060606
5695,"[599, 1104]","[51.41648, 51.41648]","[4.70442, 4.7044]","[0.32229891510265246, 0.32279108586295485]","[1.6415741922009304, 1.6419913514670497]","[12479, 12479]","[51.430561, 51.430561]","[4.711533, 4.711533]",2,51.41919191919192,4.706060606060606
5729,[32101],[50.0763],[4.7336],[1.358374636248466],[6.466633513293254],[5313],[50.1337126],[4.7191501],1,50.08585858585859,4.745454545454546
5730,"[11292, 18833]","[50.11357, 50.11041]","[4.74215, 4.73164]","[0.8676217567988088, 1.0974747217311684]","[2.5611676279547853, 2.7398629688049696]","[12335, 5313]","[50.1359664, 50.1337126]","[4.750539, 4.7191501]",2,50.10606060606061,4.745454545454546
5732,"[30751, 30879]","[50.14526, 50.14517]","[4.75474, 4.75513]","[0.6750823273728588, 0.704319679415145]","[0.9828650171762376, 0.9895791267079586]","[1752, 1752]","[50.1377724, 50.1377724]","[4.7474105, 4.7474105]",2,50.14646464646464,4.745454545454546
5734,"[31500, 32099]","[50.1886, 50.19189]","[4.74266, 4.74565]","[0.27684971124190705, 0.5585179112549608]","[1.8388420814012811, 2.2605400348858953]","[5300, 5300]","[50.1735807, 50.1735807]","[4.7318525, 4.7318525]",2,50.186868686868685,4.745454545454546
5736,[32751],[50.22256],[4.72833],[1.3261633911512578],[3.136792085990084],[3889],[50.2343189],[4.688247],1,50.22727272727273,4.745454545454546
5737,"[17834, 32377]","[50.24025, 50.23939]","[4.75967, 4.75647]","[1.2912256056976066, 1.1923844524600453]","[1.6503532308521065, 1.741137297691963]","[1822, 1822]","[50.2289521, 50.2289521]","[4.7747175, 4.7747175]",2,50.24747474747475,4.745454545454546
5740,[32469],[50.30128],[4.74811],[0.7793771544564205],[1.1562347052831246],[11691],[50.3007135],[4.7643648],1,50.30808080808081,4.745454545454546
5742,[30997],[50.34728],[4.75223],[0.4990787118674938],[0.9711165558781458],[2802],[50.3396162],[4.7456676],1,50.34848484848485,4.745454545454546
5744,[30621],[50.38801],[4.76489],[1.3813492816686426],[1.9492737370911113],[9801],[50.3706543],[4.7687595],1,50.388888888888886,4.745454545454546
5745,"[32834, 32871]","[50.40309, 50.40084]","[4.74424, 4.74864]","[0.6727992469117563, 0.9448265496697527]","[1.138727251478937, 1.3777601195306413]","[1555, 1555]","[50.3992121, 50.3992121]","[4.7293701, 4.7293701]",2,50.40909090909091,4.745454545454546
5746,"[30958, 31454, 32080, 32193, 32436, 32561]","[50.43704, 50.43448, 50.42129, 50.42544, 50.43372, 50.42209]","[4.72802, 4.73197, 4.75616, 4.75295, 4.74273, 4.75321]","[1.5056443652100193, 1.1157608540201576, 1.1692028019651735, 0.6822505462392117, 0.5287437461157023, 0.971248181494026]","[1.5572158230580102, 1.3501353519684383, 1.1719948148966248, 0.8244382791195284, 1.1425655589302677, 1.1467592476535438]","[1185, 1185, 3315, 3315, 1381, 3315]","[50.4231627, 50.4231627, 50.431632, 50.431632, 50.4362381, 50.431632]","[4.7250651, 4.7250651, 4.7593518, 4.7593518, 4.7583701, 4.7593518]",6,50.42929292929293,4.745454545454546
5747,"[30784, 32057, 32354]","[50.44921, 50.44035, 50.44859]","[4.74437, 4.7334, 4.749]","[0.08307072145570925, 1.3276499817762104, 0.27045238538066485]","[1.6591083775852862, 1.8265596928152414, 1.38248553210489]","[9437, 1381, 9437]","[50.4540775, 50.4362381, 50.4540775]","[4.7665214, 4.7583701, 4.7665214]",3,50.44949494949495,4.745454545454546
5748,"[30787, 31599, 31601]","[50.47902, 50.47564, 50.47703]","[4.7562, 4.73958, 4.75476]","[1.2856661047416251, 0.7807315331831424, 1.0481110043841406]","[1.4301511180752453, 1.7103873772232405, 1.6512389810642427]","[9520, 1661, 9520]","[50.4870194, 50.4816864, 50.4870194]","[4.7720278, 4.7173543, 4.7720278]",3,50.46969696969697,4.745454545454546
5749,"[15424, 30926, 31804, 31918, 32272, 32449, 32496, 32743, 32764]","[50.49078, 50.48168, 50.48429, 50.48732, 50.48179, 50.48162, 50.48137, 50.48677, 50.48789]","[4.74185, 4.73856, 4.754, 4.75493, 4.75314, 4.73873, 4.75375, 4.75462, 4.75263]","[0.27316718511300825, 1.0359388507704759, 0.8686197036583455, 0.7291115868804913, 1.0529400181183712, 1.0362527060228217, 1.1152949239609546, 0.7358688223846123, 0.5546086547445314]","[1.610647446090418, 1.5004327284666035, 1.3110805075428535, 1.2100948692137075, 1.4573790267628957, 1.512480077530898, 1.4376976534797203, 1.2318843465716447, 1.3757551577517537]","[9053, 1661, 9520, 9520, 9520, 1661, 9520, 9520, 9520]","[50.4976777, 50.4816864, 50.4870194, 50.4870194, 50.4870194, 50.4816864, 50.4870194, 50.4870194, 50.4870194]","[4.721828, 4.7173543, 4.7720278, 4.7720278, 4.7720278, 4.7173543, 4.7720278, 4.7720278, 4.7720278]",9,50.48989898989899,4.745454545454546
5751,[20635],[50.53087],[4.74816],[0.20135340693436402],[0.3706452336451244],[2584],[50.5324134],[4.7435121],1,50.53030303030303,4.745454545454546
5752,"[31014, 32350]","[50.55773, 50.55635]","[4.73878, 4.7353]","[0.931539755765197, 0.9680273362328082]","[1.3563489352870302, 1.1774440224714788]","[8488, 8488]","[50.545762, 50.545762]","[4.73507, 4.73507]",2,50.55050505050505,4.745454545454546
5758,"[9874, 10072, 10119]","[50.67348, 50.67337, 50.67692]","[4.72823, 4.7278, 4.73072]","[1.2295372039082815, 1.2576167918902512, 1.188599695789219]","[1.8307119091091426, 1.8198986327237743, 1.7065917587583723]","[9523, 9523, 9523]","[50.6857543, 50.6857543, 50.6857543]","[4.7109132, 4.7109132, 4.7109132]",3,50.67171717171717,4.745454545454546
5759,"[10514, 22265]","[50.70171, 50.70154]","[4.73553, 4.73971]","[1.293782016183513, 1.1437433026080812]","[2.2365661642011894, 2.4050534702989372]","[8080, 8080]","[50.71945, 50.71945]","[4.72056, 4.72056]",2,50.69191919191919,4.745454545454546
5760,[9390],[50.70813],[4.74352],[0.46423710067791024],[2.0488254275024955],[8080],[50.71945],[4.72056],1,50.71212121212121,4.745454545454546
5761,"[9749, 10818, 30606]","[50.73122, 50.73546, 50.73139]","[4.72833, 4.75064, 4.75181]","[1.2114698717008885, 0.5048150854118427, 0.45918177883807676]","[1.4184507475126846, 2.766223834242768, 2.5693194186343677]","[8080, 8080, 8080]","[50.71945, 50.71945, 50.71945]","[4.72056, 4.72056, 4.72056]",3,50.73232323232323,4.745454545454546
5763,"[9300, 9711, 9746, 10149, 10207, 10659]","[50.78109, 50.7686, 50.77867, 50.77998, 50.78035, 50.7768]","[4.74361, 4.7338, 4.75693, 4.7436, 4.74019, 4.75452]","[0.938893879394028, 0.9393219230965457, 1.0429477948634622, 0.8169409253817485, 0.9249140725854168, 0.7819404217084951]","[1.7465011195854079, 1.5927910908672969, 1.12216070339726, 1.7368518691019084, 1.499631533460643, 1.3604500341825612]","[5386, 5386, 5464, 5386, 5386, 5464]","[50.7793968, 50.7793968, 50.7822024, 50.7793968, 50.7793968, 50.7822024]","[4.7189141, 4.7189141, 4.771881, 4.7189141, 4.7189141, 4.771881]",6,50.77272727272727,4.745454545454546
5764,"[9767, 10245]","[50.78827, 50.79342]","[4.7418, 4.75038]","[0.5782803308777807, 0.35047734589977386]","[1.8873743808438848, 1.9596790496602203]","[5386, 5464]","[50.7793968, 50.7822024]","[4.7189141, 4.771881]",2,50.792929292929294,4.745454545454546
5775,[1113],[51.02441],[4.72768],[1.6141921143781277],[1.8276345879566345],[10601],[51.0215366],[4.7019519],1,51.01515151515152,4.745454545454546
5776,"[647, 1139, 2355, 3014, 7004, 7693, 8184, 9012]","[51.02813, 51.03447, 51.02713, 51.03246, 51.03062, 51.04396, 51.03456, 51.02676]","[4.75308, 4.75576, 4.75671, 4.74947, 4.76185, 4.75297, 4.74255, 4.75788]","[0.9641116784298027, 0.7272707749119476, 1.20651326463698, 0.4270374699954745, 1.26154058569504, 1.0917642507837169, 0.22143835339516368, 1.2915520151883622]","[1.778012044625858, 1.6246705153519632, 1.50162269047365, 2.1180313502549457, 1.3763315115704389, 1.6682201243136674, 2.4790183728766544, 1.410905893051354]","[7970, 12046, 7970, 12046, 7970, 12046, 12046, 7970]","[51.0227242, 51.0411646, 51.0227242, 51.0411646, 51.0227242, 51.0411646, 51.0411646, 51.0227242]","[4.7770055, 4.7764135, 4.7770055, 4.7764135, 4.7770055, 4.7764135, 4.7764135, 4.7770055]",8,51.035353535353536,4.745454545454546
5777,"[2912, 5953, 5987, 6428, 7640, 8223]","[51.05155, 51.05669, 51.05857, 51.05848, 51.05617, 51.04681]","[4.74798, 4.752, 4.74907, 4.74764, 4.74934, 4.7563]","[0.47910155416507644, 0.47455141581854154, 0.4197669583405524, 0.3592700645253311, 0.2800286947690591, 1.2330421135912892]","[1.5978449007792839, 1.473040847542626, 1.2024286932834707, 1.1133736311960496, 1.336681070752809, 1.4732174297918808]","[10093, 10093, 10093, 10093, 10093, 6288]","[51.0623913, 51.0623913, 51.0623913, 51.0623913, 51.0623913, 51.0516709]","[4.7329745, 4.7329745, 4.7329745, 4.7329745, 4.7329745, 4.7759055]",6,51.05555555555556,4.745454545454546
5778,"[947, 8253]","[51.07764, 51.07684]","[4.74376, 4.73915]","[0.2404742105370014, 0.4565979269074835]","[0.8548357958851485, 0.559348152538308]","[13790, 12611]","[51.0700067, 51.075778]","[4.7452133, 4.731324]",2,51.07575757575758,4.745454545454546
5779,"[343, 3453, 5346, 6227, 7381, 7788, 8386, 25951]","[51.10268, 51.10457, 51.09648, 51.10031, 51.10257, 51.10395, 51.09595, 51.10114]","[4.7316, 4.72801, 4.73187, 4.74539, 4.73598, 4.73491, 4.75647, 4.74104]","[1.2224290032344827, 1.5493224950352764, 0.9503994534065463, 0.48376385482126527, 0.9889291650598098, 1.1539227995986736, 0.7692365394784847, 0.6533305462328959]","[2.0138488648492987, 2.092208665727901, 1.4764050351587743, 2.4724254139398005, 2.1757437036601748, 2.256620909515797, 2.848869855081072, 2.2972073582319914]","[13372, 13372, 13372, 13372, 13372, 13372, 12611, 13372]","[51.0870898, 51.0870898, 51.0870898, 51.0870898, 51.0870898, 51.0870898, 51.075778, 51.0870898]","[4.716924, 4.716924, 4.716924, 4.716924, 4.716924, 4.716924, 4.731324, 4.716924]",8,51.0959595959596,4.745454545454546
5780,[1982],[51.11318],[4.75402],[0.6836729040934484],[1.4673453795284004],[10107],[51.1263021],[4.7562441],1,51.11616161616162,4.745454545454546
5781,"[921, 1768, 3309, 4707, 6531, 6846, 7413, 8074, 9122]","[51.13581, 51.13933, 51.13709, 51.13648, 51.13793, 51.13715, 51.13354, 51.13868, 51.1351]","[4.7524, 4.75246, 4.75168, 4.74812, 4.7503, 4.74247, 4.75387, 4.75268, 4.75097]","[0.4884914224458017, 0.5896508712291716, 0.4418006282439201, 0.18642175636188787, 0.3802971622261839, 0.22584754265678064, 0.6658491237584836, 0.5661054537858452, 0.40967568148809497]","[0.8952390426701128, 0.7331491727052174, 0.8646326741617258, 1.1184553133213977, 0.9183440152116171, 1.2557602083287074, 0.8216917229381684, 0.734963497505464, 1.022370010618781]","[12557, 12557, 12557, 12557, 12557, 12646, 10107, 12557, 12557]","[51.1405323, 51.1405323, 51.1405323, 51.1405323, 51.1405323, 51.1462961, 51.1263021, 51.1405323, 51.1405323]","[4.7627925, 4.7627925, 4.7627925, 4.7627925, 4.7627925, 4.7530292, 4.7562441, 4.7627925, 4.7627925]",9,51.13636363636363,4.745454545454546
5783,"[232, 1429, 3752, 6085, 6365, 6974, 8092]","[51.17485, 51.17739, 51.17442, 51.1778, 51.17361, 51.17785, 51.17649]","[4.74406, 4.76182, 4.74267, 4.74608, 4.74879, 4.74563, 4.7464]","[0.23435133953394224, 1.1429297727701437, 0.32531240326996674, 0.12279051504357773, 0.4211303459664152, 0.12096875567210902, 0.07278202001328272]","[0.757017340891138, 1.2689628312524934, 0.8176602676409692, 0.4341585065937041, 0.9323302813407066, 0.4239155881537011, 0.5814549738054271]","[3884, 3884, 3884, 3884, 3884, 3884, 3884]","[51.1816365, 51.1816365, 51.1816365, 51.1816365, 51.1816365, 51.1816365, 51.1816365]","[4.7449228, 4.7449228, 4.7449228, 4.7449228, 4.7449228, 4.7449228, 4.7449228]",7,51.176767676767675,4.745454545454546
5784,"[786, 1057, 2213, 4686, 5466, 6475]","[51.19555, 51.19502, 51.20399, 51.20644, 51.19501, 51.19737]","[4.74699, 4.74333, 4.7396, 4.73993, 4.74443, 4.74106]","[0.19070393193842058, 0.2625200931059986, 0.8807741879702053, 1.1211907901548537, 0.22930506415843507, 0.30942776198663186]","[0.7348157583505325, 0.4978926422582141, 1.3466697506854326, 1.620051863985757, 0.5549278587742859, 0.6391136907793463]","[12573, 12573, 12573, 12573, 12573, 12573]","[51.1919115, 51.1919115, 51.1919115, 51.1919115, 51.1919115, 51.1919115]","[4.7381874, 4.7381874, 4.7381874, 4.7381874, 4.7381874, 4.7381874]",6,51.196969696969695,4.745454545454546
5785,"[717, 2084, 3312, 4106, 4882, 5886, 6702, 26983]","[51.21118, 51.21756, 51.20778, 51.21521, 51.21314, 51.21587, 51.21847, 51.21272]","[4.75751, 4.75117, 4.73773, 4.75591, 4.76058, 4.75635, 4.75829, 4.76115]","[1.0719120504086788, 0.4004096316352736, 1.1747757686675955, 0.7601974353420998, 1.14493967303791, 0.7725510166037348, 0.9055475991316446, 1.2000758004026948]","[1.326850470470708, 2.1595143408891855, 1.7647844763452425, 1.7584850369539962, 1.364083405988493, 1.7868519204519544, 1.9148077008979498, 1.3031489101582157]","[7365, 7365, 12573, 7365, 2187, 2187, 2187, 2187]","[51.2017858, 51.2017858, 51.1919115, 51.2017858, 51.2046903, 51.2046903, 51.2046903, 51.2046903]","[4.769254, 4.769254, 4.7381874, 4.769254, 4.7747759, 4.7747759, 4.7747759, 4.7747759]",8,51.21717171717171,4.745454545454546
5786,"[2894, 8313]","[51.24439, 51.24415]","[4.75283, 4.75667]","[0.9339592090962451, 1.085037816067383]","[1.847027799701859, 2.112258573163753]","[12041, 12041]","[51.2432124, 51.2432124]","[4.7263624, 4.7263624]",2,51.23737373737374,4.745454545454546
5788,[6894],[51.28511],[4.75586],[1.0901803983444902],[1.9081781219491594],[6154],[51.2898017],[4.7294665],1,51.27777777777778,4.745454545454546
5789,"[5198, 5691, 7269, 8789, 9136]","[51.29643, 51.30147, 51.30147, 51.30064, 51.2919]","[4.73863, 4.75269, 4.75312, 4.74725, 4.74054]","[0.5048219534687506, 0.635346060868359, 0.6592689123168318, 0.3210613994254252, 0.7574980304535562]","[0.6658980131603337, 0.6425058931257055, 0.669290991089349, 0.42998346797972714, 0.8045976804516858]","[5881, 12014, 12014, 12014, 6154]","[51.302381, 51.3040884, 51.3040884, 51.3040884, 51.2898017]","[4.7397011, 4.7444513, 4.7444513, 4.7444513, 4.7294665]",5,51.2979797979798,4.745454545454546
5790,"[3141, 8383]","[51.32487, 51.32578]","[4.74462, 4.74743]","[0.7459496472119168, 0.8559588207159109]","[1.21803150274498, 1.2773325283134607]","[6909, 6909]","[51.3334882, 51.3334882]","[4.733799, 4.733799]",2,51.31818181818182,4.745454545454546
5792,"[2282, 4331, 5243, 6533, 28485]","[51.36343, 51.36689, 51.35118, 51.35937, 51.36089]","[4.75843, 4.75798, 4.74706, 4.72776, 4.74305]","[1.0496497321644847, 1.2684155875244862, 0.8310059251012225, 1.2317010437713176, 0.3058056749054643]","[1.2628601289581056, 1.5864533501253877, 0.9994576776621986, 2.4577342395011423, 1.8951118795061357]","[5795, 5795, 5918, 5918, 5919]","[51.3550139, 51.3550139, 51.34246, 51.34246, 51.3535912]","[4.7706425, 4.7706425, 4.75055, 4.75055, 4.7677131]",5,51.35858585858586,4.745454545454546
5798,"[8436, 8624]","[51.48378, 51.47596]","[4.75247, 4.74152]","[0.6573150191897827, 0.5063344104348504]","[1.4974717104660558, 0.9843501305998722]","[8841, 8841]","[51.4819448, 51.4819448]","[4.7310465, 4.7310465]",2,51.47979797979798,4.745454545454546
5832,[31429],[50.1508],[4.7684],[1.2672820163243335],[2.0822112284820276],[1752],[50.1377724],[4.7474105],1,50.14646464646464,4.784848484848485
5835,"[29989, 32940]","[50.21312, 50.2146]","[4.7729, 4.77517]","[1.0841723420386105, 1.0841047548823917]","[1.7651916901814237, 1.5962053787785135]","[1822, 1822]","[50.2289521, 50.2289521]","[4.7747175, 4.7747175]",2,50.207070707070706,4.784848484848485
5836,"[31265, 31904, 32495]","[50.22508, 50.22432, 50.22441]","[4.78295, 4.79657, 4.80013]","[0.27872552035442216, 0.896162146215093, 1.1327490807039995]","[0.7268738451411353, 1.637633949183008, 1.876999640625785]","[1822, 1822, 1822]","[50.2289521, 50.2289521, 50.2289521]","[4.7747175, 4.7747175, 4.7747175]",3,50.22727272727273,4.784848484848485
5837,[30737],[50.2407],[4.77505],[1.0261541948488921],[1.3065209296980222],[1822],[50.2289521],[4.7747175],1,50.24747474747475,4.784848484848485
5839,[32864],[50.28194],[4.77428],[0.9999603835216736],[1.5692636652410377],[10625],[50.2865822],[4.7951373],1,50.28787878787879,4.784848484848485
5842,[31719],[50.34398],[4.80344],[1.4111284323440796],[1.5218984926588648],[5029],[50.33112],[4.7961],1,50.34848484848485,4.784848484848485
5843,[16335],[50.36288],[4.79988],[1.2464571078669584],[1.3850522799278564],[13242],[50.37399],[4.79105],1,50.36868686868687,4.784848484848485
5844,[32565],[50.38989],[4.78959],[0.3540985995868747],[0.7017788544145349],[618],[50.3889157],[4.7993703],1,50.388888888888886,4.784848484848485
5845,"[20208, 32906]","[50.41692, 50.41881]","[4.77301, 4.7727]","[1.208947930706694, 1.3816428201693784]","[1.5674164993769384, 1.4662310452674876]","[4346, 4346]","[50.4256023, 50.4256023]","[4.7904393, 4.7904393]",2,50.40909090909091,4.784848484848485
