potential_aed_id,intervention_id,intervention_lat,intervention_lon,distance_to_potential_aed,distance_to_existing_aed,existing_aed_id,existing_aed_lat,existing_aed_lon,arrest_count,potential_aed_lat,potential_aed_lon
4255,"[11856, 13097, 14093]","[50.6104, 50.61016, 50.60733]","[4.15775, 4.15872, 4.15191]","[0.23954795984693264, 0.3129778614090457, 0.4597338887826198]","[0.9813555136031753, 1.0460170070982482, 0.8780406777956951]","[2272, 2272, 905]","[50.6172233, 50.6172233, 50.60848]","[4.1489286, 4.1489286, 4.1396]",3,50.611111111111114,4.154545454545454
4256,"[9820, 14234, 16038]","[50.64068, 50.6311, 50.63259]","[4.14422, 4.16727, 4.14813]","[1.270865527868606, 0.8978005256887674, 0.4742402391944374]","[2.42493191985256, 0.9475574997581337, 1.7096274765756643]","[1821, 1653, 2272]","[50.6624124, 50.6359717, 50.6172233]","[4.1413597, 4.1782931, 4.1489286]",3,50.631313131313135,4.154545454545454
4257,"[10228, 10911, 20172]","[50.65704, 50.65071, 50.65923]","[4.16543, 4.1592, 4.16724]","[0.9829577799851688, 0.3401490201960853, 1.2396678729967852]","[1.6479551416815112, 1.766648835548637, 1.4811255885504138]","[3000, 1903, 3000]","[50.6708679, 50.6629854, 50.6708679]","[4.1570176, 4.1432897, 4.1570176]",3,50.65151515151515,4.154545454545454
4261,[10846],[50.72296],[4.15565],[1.0440426753763048],[1.8273521876748278],[12266],[50.7109717],[4.1734033],1,50.73232323232323,4.154545454545454
4323,[17568],[49.97438],[4.20633],[1.3988298526201173],[6.466800162537483],[3045],[50.0267464],[4.1669714],1,49.964646464646464,4.193939393939394
4324,"[14396, 14866, 32972]","[49.97504, 49.97559, 49.9765]","[4.18928, 4.19817, 4.17427]","[1.1404062360177774, 1.0730204473233305, 1.6851711421763038]","[5.96648688675776, 6.109777675895678, 5.611443924198077]","[3045, 3045, 3045]","[50.0267464, 50.0267464, 50.0267464]","[4.1669714, 4.1669714, 4.1669714]",3,49.98484848484848,4.193939393939394
4326,"[11302, 15209, 16102]","[50.01861, 50.01562, 50.02135]","[4.18706, 4.19305, 4.18702]","[0.8871884356835789, 1.0729710986631367, 0.6577682356221758]","[1.4948874297394599, 1.984626408168702, 1.2180692106293343]","[2936, 2936, 2936]","[50.031015, 50.031015, 50.031015]","[4.1789941, 4.1789941, 4.1789941]",3,50.025252525252526,4.193939393939394
4327,"[12767, 16025]","[50.05521, 50.05195]","[4.21229, 4.20954]","[1.7010004721801208, 1.3275832770316616]","[3.590460593865593, 3.1901970235317236]","[2936, 2936]","[50.031015, 50.031015]","[4.1789941, 4.1789941]",2,50.04545454545455,4.193939393939394
4336,"[11192, 14095, 15597, 17719]","[50.21939, 50.2294, 50.22655, 50.22301]","[4.19599, 4.1967, 4.20388, 4.19878]","[0.888576585561788, 0.3074332017898072, 0.7116949116058885, 0.5858775225485627]","[2.844372300618661, 2.257472270601316, 1.9232503616074959, 2.442761979443214]","[6791, 6791, 6791, 6791]","[50.2355999, 50.2355999, 50.2355999, 50.2355999]","[4.2269218, 4.2269218, 4.2269218, 4.2269218]",4,50.22727272727273,4.193939393939394
4337,[16012],[50.23938],[4.19966],[0.9877554643141867],[1.9839254701573619],[6791],[50.2355999],[4.2269218],1,50.24747474747475,4.193939393939394
4339,"[11968, 12171, 14221]","[50.2874, 50.28376, 50.28153]","[4.17748, 4.18745, 4.18841]","[1.1705886058540196, 0.6498720358163306, 0.8079070682079924]","[2.4663817055147006, 3.22565772145472, 3.4582002026529235]","[2579, 2579, 2579]","[50.3054417, 50.3054417, 50.3054417]","[4.1572821, 4.1572821, 4.1572821]",3,50.28787878787879,4.193939393939394
4340,"[12022, 12399, 13552, 15951, 16068]","[50.31479, 50.308, 50.31435, 50.30308, 50.31467]","[4.18895, 4.18043, 4.19703, 4.17712, 4.18991]","[0.8258853099689948, 0.9594216037773048, 0.7308333817115508, 1.3175910081555517, 0.7865732232522097]","[1.574022929312814, 1.2772588849633753, 1.402087963632197, 1.433180022091783, 1.6428052704979221]","[1744, 1744, 3308, 2579, 1744]","[50.315503, 50.315503, 50.3216245, 50.3054417, 50.315503]","[4.1668104, 4.1668104, 4.2131598, 4.1572821, 4.1668104]",5,50.30808080808081,4.193939393939394
4341,"[13699, 13753, 17385]","[50.33827, 50.33552, 50.33684]","[4.21002, 4.21015, 4.21274]","[1.5924780063787864, 1.4041194685590697, 1.638943723039273]","[1.8642652699163549, 1.5598105104845255, 1.6921488112502001]","[3308, 3308, 3308]","[50.3216245, 50.3216245, 50.3216245]","[4.2131598, 4.2131598, 4.2131598]",3,50.32828282828283,4.193939393939394
4342,[14724],[50.34883],[4.20687],[0.9182942889545842],[1.7356268161258204],[3241],[50.3550049],[4.229337],1,50.34848484848485,4.193939393939394
4344,"[11494, 11747, 14909, 15131, 15621, 16475, 16561, 16880, 17480]","[50.38725, 50.38965, 50.38712, 50.3881, 50.38041, 50.37972, 50.38906, 50.38822, 50.38244]","[4.18683, 4.2085, 4.20779, 4.21143, 4.20543, 4.17993, 4.20787, 4.20455, 4.19505]","[0.5359616725679847, 1.035728337949776, 1.0014615167771712, 1.2431044458089544, 1.2460430477437054, 1.4234031053764002, 0.9877907840795437, 0.7559114738162267, 0.721394015193985]","[1.1703790659993412, 1.696685651184105, 1.8225734006807661, 1.964520434752253, 2.2812505249228314, 2.087733079305472, 1.6954592276527276, 1.569344116739259, 1.7690164863683928]","[2248, 2248, 2248, 2248, 2248, 2248, 2248, 2248, 2248]","[50.3977389, 50.3977389, 50.3977389, 50.3977389, 50.3977389, 50.3977389, 50.3977389, 50.3977389, 50.3977389]","[4.1882051, 4.1882051, 4.1882051, 4.1882051, 4.1882051, 4.1882051, 4.1882051, 4.1882051, 4.1882051]",9,50.388888888888886,4.193939393939394
4345,"[16168, 22417]","[50.41167, 50.41081]","[4.19489, 4.18575]","[0.2945870574523316, 0.6110001420737028]","[0.38323444620288893, 0.9008328543299136]","[2275, 2275]","[50.4149156, 50.4149156]","[4.1967096, 4.1967096]",2,50.40909090909091,4.193939393939394
4346,"[12837, 16754]","[50.42744, 50.42923]","[4.20651, 4.19162]","[0.9139760577872037, 0.16444216848569643]","[1.060727830287038, 0.19977637329958478]","[12118, 4806]","[50.4316152, 50.4276133]","[4.1930457, 4.1903898]",2,50.42929292929293,4.193939393939394
4347,"[11251, 12677]","[50.45044, 50.45166]","[4.19236, 4.19385]","[0.15345369474492324, 0.2408258194262841]","[0.4305740876556942, 0.5017690497937716]","[10634, 10634]","[50.451981, 50.451981]","[4.1867809, 4.1867809]",2,50.44949494949495,4.193939393939394
4348,"[11544, 12870, 14706, 16144, 16759, 17437, 17849, 17968, 18322, 18372]","[50.46996, 50.47019, 50.47106, 50.47086, 50.47096, 50.47077, 50.46875, 50.47237, 50.47035, 50.4714]","[4.19042, 4.19105, 4.19498, 4.193, 4.19876, 4.19938, 4.19637, 4.19403, 4.19804, 4.19384]","[0.2507923167469392, 0.21171418651275353, 0.1685079003092281, 0.14541170316730817, 0.3689451759082246, 0.40311184522503196, 0.2016940766393286, 0.29729657062338144, 0.2991607798372207, 0.18949893619938976]","[0.26222813764367175, 0.259103605894033, 0.433313240500763, 0.31130777481850286, 0.513635371826822, 0.48712432718564674, 0.25709710135489083, 0.349007312095143, 0.4670519218476984, 0.34548003871356026]","[3366, 3366, 3366, 3366, 4503, 4503, 5571, 3366, 5571, 3366]","[50.4721657, 50.4721657, 50.4721657, 50.4721657, 50.4731992, 50.4731992, 50.4665675, 50.4721657, 50.4665675, 50.4721657]","[4.1891089, 4.1891089, 4.1891089, 4.1891089, 4.205108, 4.205108, 4.1951708, 4.1891089, 4.1951708, 4.1891089]",10,50.46969696969697,4.193939393939394
4349,"[15152, 17066]","[50.49562, 50.48589]","[4.19726, 4.19732]","[0.6781301364371528, 0.5058854581906037]","[0.8881823002478867, 0.5569261500885619]","[10286, 7802]","[50.4899052, 50.4811108]","[4.2060321, 4.1949653]",2,50.48989898989899,4.193939393939394
4350,"[12498, 13611, 14610, 14852, 15487, 16656, 17994]","[50.50952, 50.51137, 50.50663, 50.51172, 50.51033, 50.50977, 50.5095]","[4.20274, 4.1953, 4.21194, 4.19329, 4.19148, 4.19503, 4.20262]","[0.6256703143042979, 0.17078475949424282, 1.3301592522751076, 0.18578780445270804, 0.17576614275514163, 0.08545385097044564, 0.6174674831023861]","[0.7560199031282543, 0.5142538832125115, 1.3548002452122048, 0.44937369254743637, 0.37863056996123134, 0.3434257691185247, 0.7473101133753606]","[10380, 10380, 10380, 9141, 10380, 10380, 10380]","[50.5070288, 50.5070288, 50.5070288, 50.51352, 50.5070288, 50.5070288, 50.5070288]","[4.1927926, 4.1927926, 4.1927926, 4.1876, 4.1927926, 4.1927926, 4.1927926]",7,50.51010101010101,4.193939393939394
4352,"[11229, 12069, 12455, 15444, 15664, 16777]","[50.54391, 50.54259, 50.54495, 50.54868, 50.56041, 50.54329]","[4.19284, 4.18136, 4.19742, 4.18574, 4.1924, 4.19762]","[0.7374389775149144, 1.2508589462385462, 0.6648508393306286, 0.6138390735408555, 1.106736220432023, 0.8433757313070664]","[1.2951047732679792, 1.2728855340773453, 0.9615473404388014, 0.7607324677837792, 1.2000419755188045, 1.0699863769652478]","[8984, 3176, 8984, 3176, 3176, 8984]","[50.5500177, 50.5539233, 50.5500177, 50.5539233, 50.5539233, 50.5500177]","[4.2084468, 4.1788235, 4.2084468, 4.1788235, 4.1788235, 4.2084468]",6,50.55050505050505,4.193939393939394
4353,"[11074, 11495, 13018, 15083, 16490]","[50.57293, 50.57181, 50.57286, 50.57285, 50.5761]","[4.21015, 4.17705, 4.21038, 4.21039, 4.1875]","[1.1711907595400708, 1.199049569648093, 1.1854772320202236, 1.185945107574016, 0.7525886381038739]","[2.5505705148390057, 1.597485382595499, 2.5436160064705997, 2.542543698089678, 2.3574529165322677]","[8984, 1659, 8984, 8984, 8088]","[50.5500177, 50.5628163, 50.5500177, 50.5500177, 50.597224]","[4.2084468, 4.159412, 4.2084468, 4.2084468, 4.1846551]",5,50.57070707070707,4.193939393939394
4356,"[10073, 10136, 10505, 10507, 10565, 10710, 10811, 12221, 22881]","[50.63991, 50.63842, 50.63956, 50.63646, 50.63625, 50.63683, 50.64035, 50.63265, 50.64018]","[4.2063, 4.2018, 4.2021, 4.20575, 4.20695, 4.20332, 4.20902, 4.19966, 4.19832]","[1.2937246247154843, 0.9653133819805448, 1.0826562059036455, 1.0106366808335832, 1.0692831614890734, 0.9022322311374401, 1.4631790128107818, 0.4299920303387475, 1.0332206117329839]","[1.655741543473996, 1.679982160493834, 1.725674929954885, 1.9371448775803857, 2.0024105141593127, 1.7675807704122573, 1.525842187464948, 1.5515555143124347, 1.487833352890773]","[2028, 1653, 1653, 1653, 2028, 1653, 2028, 1653, 1653]","[50.6528899, 50.6359717, 50.6359717, 50.6359717, 50.6528899, 50.6359717, 50.6528899, 50.6359717, 50.6359717]","[4.2178077, 4.1782931, 4.1782931, 4.1782931, 4.2178077, 4.1782931, 4.2178077, 4.1782931, 4.1782931]",9,50.631313131313135,4.193939393939394
4357,"[9518, 9983, 10377, 12565, 15198]","[50.64157, 50.64838, 50.6497, 50.64298, 50.64293]","[4.20414, 4.20317, 4.20205, 4.19039, 4.19047]","[1.3191676446624045, 0.7382839822758879, 0.6063968039892422, 0.9815068492953679, 0.9854685984253839]","[1.5852592473577678, 1.1473897730761087, 1.1661973068945843, 1.1554283690891396, 1.1558712062198833]","[2028, 2028, 2028, 1653, 1653]","[50.6528899, 50.6528899, 50.6528899, 50.6359717, 50.6359717]","[4.2178077, 4.2178077, 4.2178077, 4.1782931, 4.1782931]",5,50.65151515151515,4.193939393939394
4358,"[9808, 9833, 10095, 10233, 10612, 10844]","[50.67085, 50.67421, 50.67481, 50.67314, 50.6724, 50.67475]","[4.20666, 4.19597, 4.20588, 4.19836, 4.20069, 4.19942]","[0.9016157494647257, 0.3119463541156265, 0.9090077982097522, 0.34939371876163383, 0.48174093867802775, 0.5127256352912252]","[1.4094310740061395, 0.6024583797319006, 1.1056276195812043, 0.7817975425426311, 0.958953919869043, 0.8468192080145194]","[3011, 3011, 426, 3011, 3011, 3011]","[50.6743169, 50.6743169, 50.6846143, 50.6743169, 50.6743169, 50.6743169]","[4.1874222, 4.1874222, 4.2084932, 4.1874222, 4.1874222, 4.1874222]",6,50.67171717171717,4.193939393939394
4359,[10737],[50.68954],[4.19193],[0.300040706514631],[0.4467357505003647],[8973],[50.6894053],[4.1982681],1,50.69191919191919,4.193939393939394
4378,"[6768, 8490]","[51.07371, 51.07996]","[4.19157, 4.1982]","[0.28149690586108234, 0.5540313745383304]","[1.0630999125650564, 0.6219063488084547]","[5159, 5159]","[51.0770664, 51.0770664]","[4.2058183, 4.2058183]",2,51.07575757575758,4.193939393939394
4427,"[11102, 12288, 16850]","[50.03875, 50.03756, 50.04994]","[4.217, 4.22493, 4.21616]","[1.384294437630123, 1.0633532468106799, 1.3237931673122338]","[2.8474924773338546, 2.823032526180266, 3.3871885228587115]","[2936, 5069, 2936]","[50.031015, 50.0357198, 50.031015]","[4.1789941, 4.2643531, 4.1789941]",3,50.04545454545455,4.233333333333333
4428,[18092],[50.07334],[4.23276],[0.8553382795655615],[4.509229988048281],[11009],[50.0850173],[4.293276],1,50.06565656565657,4.233333333333333
4433,[13382],[50.17623],[4.22934],[1.100768970522909],[1.7521426019280786],[12117],[50.1728103],[4.2053228],1,50.166666666666664,4.233333333333333
4434,"[16581, 17245]","[50.17734, 50.17681]","[4.22815, 4.22868]","[1.1219816095843058, 1.1665203799609711]","[1.7018605321775564, 1.7218024420795424]","[12117, 12117]","[50.1728103, 50.1728103]","[4.2053228, 4.2053228]",2,50.186868686868685,4.233333333333333
4435,[17628],[50.20611],[4.22519],[0.5893009318973168],[1.9747480471499492],[6787],[50.2163037],[4.247914],1,50.207070707070706,4.233333333333333
4436,"[15163, 17096]","[50.22586, 50.232]","[4.22461, 4.23728]","[0.6401287075392391, 0.5959194696048172]","[1.0954402359043243, 0.5993637101818209]","[6791, 6784]","[50.2355999, 50.2372385]","[4.2269218, 4.2352948]",2,50.22727272727273,4.233333333333333
4439,[18347],[50.29778],[4.25082],[1.6598938153975251],[2.578721514161401],[2790],[50.3106773],[4.2809962],1,50.28787878787879,4.233333333333333
4440,"[13801, 17242]","[50.31367, 50.31382]","[4.22991, 4.2282]","[0.6673419183051701, 0.7349409983751907]","[1.48214199410573, 1.3760328740163756]","[3308, 3308]","[50.3216245, 50.3216245]","[4.2131598, 4.2131598]",2,50.30808080808081,4.233333333333333
4441,"[12420, 14333, 14436, 14650, 17222]","[50.3377, 50.33753, 50.32526, 50.3254, 50.33794]","[4.22447, 4.22727, 4.25143, 4.2485, 4.22038]","[1.2215890841360717, 1.1146704539713381, 1.3278867870576676, 1.1233533931895816, 1.4136526980640833]","[1.9549632973744557, 1.9486479232810696, 2.400501980010648, 2.5298770540325997, 1.8852041129615649]","[3241, 3241, 3240, 8827, 3308]","[50.3550049, 50.3550049, 50.3415564, 50.3465676, 50.3216245]","[4.229337, 4.229337, 4.2736118, 4.261568, 4.2131598]",5,50.32828282828283,4.233333333333333
4443,"[11646, 18305]","[50.37441, 50.37399]","[4.23815, 4.23513]","[0.7222710883018709, 0.6032912395964338]","[1.2131673803722725, 1.2912143944887173]","[11070, 11070]","[50.3648117, 50.3648117]","[4.2462825, 4.2462825]",2,50.36868686868687,4.233333333333333
4444,[16602],[50.3869],[4.2193],[1.019196324669072],[2.202530740624622],[1565],[50.3938107],[4.2484163],1,50.388888888888886,4.233333333333333
4445,"[11397, 13637, 15069, 15692, 17716, 18083]","[50.4126, 50.4122, 50.406, 50.40743, 50.41288, 50.4113]","[4.22374, 4.22125, 4.25077, 4.2318, 4.22371, 4.22167]","[0.7838263351492564, 0.923412009082526, 1.2825919184665955, 0.21427941717470322, 0.8015872953920329, 0.8622299002147936]","[0.9368933216369463, 0.9476782300960632, 1.365616570231723, 1.4907251333293876, 0.9064378837404959, 0.9485587937487511]","[2907, 2907, 1565, 2263, 2907, 2263]","[50.4206871, 50.4206871, 50.3938107, 50.4062853, 50.4206871, 50.4062853]","[4.2200292, 4.2200292, 4.2484163, 4.2108416, 4.2200292, 4.2108416]",6,50.40909090909091,4.233333333333333
4446,"[11211, 11822, 16056, 16446, 17794]","[50.43034, 50.42919, 50.43074, 50.42226, 50.43545]","[4.23324, 4.23193, 4.2336, 4.23291, 4.23882]","[0.1166164987100994, 0.10006124392770081, 0.16201181515946617, 0.7826008456539782, 0.7872424302849486]","[0.7454889196407226, 0.6566030737733399, 0.7748083763840191, 0.929164899368939, 1.0250358201330023]","[11442, 11442, 11442, 2907, 2623]","[50.4299356, 50.4299356, 50.4299356, 50.4206871, 50.4420149]","[4.2227346, 4.2227346, 4.2227346, 4.2200292, 4.2489809]",5,50.42929292929293,4.233333333333333
4447,"[11640, 16763]","[50.44502, 50.44834]","[4.23, 4.23895]","[0.550731763453901, 0.41791062704674353]","[0.818687416937082, 0.5951868587445537]","[9076, 11441]","[50.4523812, 50.4536453]","[4.2297719, 4.2400656]",2,50.44949494949495,4.233333333333333
4448,"[11109, 11698, 11908, 12220, 12645, 13457, 13844, 15567, 16387, 16575, 18250, 18483]","[50.47284, 50.46676, 50.47057, 50.47266, 50.47339, 50.4739, 50.47207, 50.47015, 50.47192, 50.47052, 50.46911, 50.4679]","[4.22601, 4.23548, 4.22625, 4.2346, 4.22799, 4.23048, 4.22996, 4.2302, 4.22689, 4.22462, 4.22723, 4.22585]","[0.625109243283891, 0.3601882875791364, 0.5106241902127892, 0.34145157389830844, 0.5582393472780559, 0.5091151314459736, 0.3558410514553059, 0.22740720997497016, 0.5186982492547026, 0.6234261911951735, 0.43686332746090917, 0.5660739155904776]","[0.670785061011547, 0.569136915466276, 0.8410833138542368, 0.3717223634869472, 0.7022642698647186, 0.5172770747682932, 0.6473661979986447, 0.7814981131534208, 0.7891513941017949, 0.7256680178958674, 0.9227338996496787, 0.8612641375570281]","[5195, 189, 9578, 713, 713, 713, 713, 713, 5195, 9578, 9578, 9578]","[50.4774033, 50.4617936, 50.4704638, 50.4755138, 50.4755138, 50.4755138, 50.4755138, 50.4755138, 50.4774033, 50.4704638, 50.4704638, 50.4704638]","[4.2198103, 4.2335352, 4.2143669, 4.2373357, 4.2373357, 4.2373357, 4.2373357, 4.2373357, 4.2198103, 4.2143669, 4.2143669, 4.2143669]",12,50.46969696969697,4.233333333333333
4449,"[12105, 12832, 13316, 13732, 13747, 16165, 17049]","[50.48336, 50.48945, 50.49006, 50.48939, 50.48972, 50.48903, 50.48925]","[4.23408, 4.23085, 4.23348, 4.23088, 4.23206, 4.23392, 4.23443]","[0.7290189312368978, 0.18263748604220192, 0.020692788656665285, 0.18255403134763729, 0.09225310571595753, 0.10516350068951646, 0.10595661427862507]","[0.7487717511962353, 0.23592792025471293, 0.39091327722199043, 0.24042396745369976, 0.3101625731173947, 0.35376440550053706, 0.3160349831077015]","[8283, 4041, 8283, 4041, 4041, 8283, 8283]","[50.4893569, 50.4902331, 50.4893569, 50.4902331, 50.4902331, 50.4893569, 50.4893569]","[4.2388941, 4.2277505, 4.2388941, 4.2277505, 4.2277505, 4.2388941, 4.2388941]",7,50.48989898989899,4.233333333333333
4450,"[11260, 15274]","[50.50723, 50.50712]","[4.23565, 4.23685]","[0.35882283769936674, 0.4143888516018778]","[0.42657553326050646, 0.4668442226097307]","[10866, 10866]","[50.5039499, 50.5039499]","[4.2325219, 4.2325219]",2,50.51010101010101,4.233333333333333
4453,[17481],[50.56589],[4.23528],[0.5529972687874503],[1.1348974434002659],[224],[50.562207],[4.250265],1,50.57070707070707,4.233333333333333
4454,[12772],[50.59485],[4.222],[0.9121677326872156],[1.6185343514681698],[8087],[50.6029319],[4.2029278],1,50.59090909090909,4.233333333333333
4455,"[12839, 15236, 15909]","[50.60782, 50.60987, 50.61472]","[4.22129, 4.22303, 4.22204]","[0.9252780265795216, 0.7400170522633037, 0.8921915515330279]","[1.0657582478322587, 0.9413787702685179, 1.1934075415792211]","[1666, 1666, 1666]","[50.6089388, 50.6089388, 50.6089388]","[4.2362897, 4.2362897, 4.2362897]",3,50.611111111111114,4.233333333333333
4456,"[9384, 9809, 10126, 10723, 10801, 10825]","[50.63892, 50.63791, 50.63808, 50.6344, 50.63421, 50.63925]","[4.22881, 4.24601, 4.21626, 4.25222, 4.23669, 4.23717]","[0.9040041753154887, 1.1564586475946417, 1.4198908340396927, 1.3755801783412918, 0.3997592138400762, 0.9230882420269693]","[1.5016621971992137, 1.8554384985135375, 1.6503976714448199, 2.421671441321041, 2.024756513324918, 1.47986240267255]","[2617, 2617, 2028, 2617, 2617, 2617]","[50.6522225, 50.6522225, 50.6528899, 50.6522225, 50.6522225, 50.6522225]","[4.2324822, 4.2324822, 4.2178077, 4.2324822, 4.2324822, 4.2324822]",6,50.631313131313135,4.233333333333333
4458,"[10669, 10763, 10933]","[50.66987, 50.67493, 50.6671]","[4.21995, 4.23372, 4.218]","[0.9652641903643479, 0.3582878159297209, 1.196372557137718]","[1.238454827818138, 0.6405549412479467, 1.26852714074934]","[6492, 3337, 6492]","[50.6648683, 50.6740208, 50.6648683]","[4.2356507, 4.2426962, 4.2356507]",3,50.67171717171717,4.233333333333333
4459,"[10003, 10057, 10180]","[50.69132, 50.69073, 50.69186]","[4.23532, 4.23127, 4.23639]","[0.15499462800949895, 0.19649543264325647, 0.21541498476414211]","[0.6207069079538572, 0.4003759823224396, 0.716666264624245]","[9395, 9395, 9395]","[50.687428, 50.687428, 50.687428]","[4.2290036, 4.2290036, 4.2290036]",3,50.69191919191919,4.233333333333333
4477,"[5100, 6656]","[51.0496, 51.05758]","[4.2284, 4.22961]","[0.746627649505697, 0.34408378228678227]","[1.1969208337327992, 1.2386642932000123]","[12855, 12855]","[51.0540443, 51.0540443]","[4.2128041, 4.2128041]",2,51.05555555555556,4.233333333333333
4478,"[3537, 8054]","[51.08294, 51.07952]","[4.23595, 4.24759]","[0.8193009252876197, 1.0802717117336744]","[1.083902800943481, 1.240438888459752]","[5091, 4707]","[51.092523, 51.0899735]","[4.2331087, 4.2537904]",2,51.07575757575758,4.233333333333333
4479,"[1727, 2811, 4573, 8233]","[51.09572, 51.09527, 51.09509, 51.09531]","[4.23252, 4.23299, 4.23567, 4.23259]","[0.06273521551329518, 0.08034055036513969, 0.18967461168772967, 0.08894934641628247]","[0.20514151924656315, 0.24641680368223368, 0.3054787714461111, 0.2474480713918518]","[5081, 5081, 5081, 5081]","[51.0974653, 51.0974653, 51.0974653, 51.0974653]","[4.2334721, 4.2334721, 4.2334721, 4.2334721]",4,51.0959595959596,4.233333333333333
4524,[14807],[49.99288],[4.27085],[0.903091797156467],[4.786135161722416],[5069],[50.0357198],[4.2643531],1,49.98484848484848,4.272727272727273
4525,[13058],[50.00828],[4.26985],[0.4138072238533908],[3.076335174044723],[5069],[50.0357198],[4.2643531],1,50.005050505050505,4.272727272727273
4528,[32808],[50.07259],[4.27928],[0.9017253963508703],[1.7049802400051186],[11009],[50.0850173],[4.293276],1,50.06565656565657,4.272727272727273
4532,"[12334, 17927]","[50.14285, 50.14259]","[4.27003, 4.26975]","[0.4455235140488253, 0.4802453350820101]","[1.121581679947801, 1.1003116999211469]","[8045, 8045]","[50.1332251, 50.1332251]","[4.2747369, 4.2747369]",2,50.14646464646464,4.272727272727273
4534,[12678],[50.18975],[4.28117],[0.6811306251182941],[0.9908297421094682],[6786],[50.1923763],[4.2678702],1,50.186868686868685,4.272727272727273
4537,[14143],[50.25029],[4.25937],[1.0000158697797779],[1.713544514670082],[935],[50.2397186],[4.2418368],1,50.24747474747475,4.272727272727273
4538,"[12447, 16444, 16935]","[50.27345, 50.27302, 50.27256]","[4.27054, 4.27304, 4.27161]","[0.6605079928387408, 0.5945559092321643, 0.5487662160728816]","[1.002955946802983, 0.8194486574600425, 0.9017140513575639]","[6789, 6789, 6789]","[50.2705402, 50.2705402, 50.2705402]","[4.2838978, 4.2838978, 4.2838978]",3,50.26767676767677,4.272727272727273
4540,[17897],[50.31672],[4.26691],[1.0456832111546446],[1.2049559685736724],[2790],[50.3106773],[4.2809962],1,50.30808080808081,4.272727272727273
4541,[13005],[50.32306],[4.25869],[1.1533777902993811],[2.0986301652229487],[2790],[50.3106773],[4.2809962],1,50.32828282828283,4.272727272727273
4542,"[11525, 11750, 14030, 15047, 15798]","[50.34866, 50.35471, 50.34839, 50.35033, 50.3488]","[4.271, 4.27709, 4.28477, 4.27646, 4.27109]","[0.12409678356304427, 0.7582625914775997, 0.8545614824261182, 0.33502502177843957, 0.12134312460346015]","[0.32109428791135797, 0.7609163136711099, 0.9956977038072256, 0.7494079927782721, 0.3323974412019187]","[9369, 12814, 2573, 9369, 9369]","[50.3477295, 50.3575514, 50.3558753, 50.3477295, 50.3477295]","[4.2667161, 4.2868473, 4.2924724, 4.2667161, 4.2667161]",5,50.34848484848485,4.272727272727273
4543,"[11115, 14149, 14966]","[50.37067, 50.37351, 50.36759]","[4.27093, 4.27118, 4.27431]","[0.25470544995140376, 0.547419163478274, 0.1657626865297219]","[1.0310432109516494, 1.0569470407902184, 0.8681614377831094]","[2465, 2465, 2465]","[50.3708029, 50.3708029, 50.3708029]","[4.2854662, 4.2854662, 4.2854662]",3,50.36868686868687,4.272727272727273
4544,"[13986, 14211, 15331, 15396, 16612, 16647]","[50.39118, 50.38842, 50.39057, 50.39053, 50.38737, 50.39331]","[4.26736, 4.25982, 4.26515, 4.26504, 4.27299, 4.26677]","[0.4579140983522906, 0.9165488302679576, 0.5687761323382156, 0.5747194701443262, 0.16991673633448623, 0.6480975210031807]","[0.6598201928149235, 1.0064074553426035, 0.8195152699716237, 0.8276752708382344, 0.42195089090347687, 0.739722981447618]","[2545, 1565, 2545, 2545, 5127, 2545]","[50.3912026, 50.3938107, 50.3912026, 50.3912026, 50.389602, 50.3912026]","[4.2766674, 4.2484163, 4.2766674, 4.2766674, 4.2778033, 4.2766674]",6,50.388888888888886,4.272727272727273
4545,"[14176, 15316, 15490, 17904, 18391]","[50.40927, 50.40867, 50.40943, 50.40867, 50.4094]","[4.27196, 4.27606, 4.27404, 4.27605, 4.27044]","[0.057904509177064946, 0.24076668086340863, 0.10037661646763615, 0.24007158822236543, 0.16569024082433878]","[0.2834126790671033, 0.45927218123593383, 0.3867358262926661, 0.4586238335137648, 0.2673604840730256]","[5129, 5129, 5129, 5129, 5129]","[50.4070037, 50.4070037, 50.4070037, 50.4070037, 50.4070037]","[4.27013, 4.27013, 4.27013, 4.27013, 4.27013]",5,50.40909090909091,4.272727272727273
4547,"[15456, 17790]","[50.45112, 50.45263]","[4.27432, 4.28563]","[0.21299907229186657, 0.9777907759391683]","[0.8582611128162132, 1.3126038768024886]","[7913, 7913]","[50.4581216, 50.4581216]","[4.2692177, 4.2692177]",2,50.44949494949495,4.272727272727273
4548,"[11715, 11986, 13462, 13640, 14889, 15035]","[50.47265, 50.47253, 50.47174, 50.47125, 50.47145, 50.47007]","[4.27274, 4.27367, 4.27239, 4.27227, 4.27438, 4.27205]","[0.32836322332613904, 0.3220063514715415, 0.2284251751005643, 0.17569534389980662, 0.2273289950494069, 0.0633884813626091]","[0.40678767979498803, 0.3412866459903753, 0.4031711814208952, 0.4074174207810808, 0.2594016567234514, 0.32180977302812475]","[9651, 9651, 9651, 9651, 9651, 6778]","[50.4712138, 50.4712138, 50.4712138, 50.4712138, 50.4712138, 50.4673831]","[4.2780265, 4.2780265, 4.2780265, 4.2780265, 4.2780265, 4.2703605]",6,50.46969696969697,4.272727272727273
