potential_aed_id,arrest_count,distance_to_potential_aed,potential_aed_lat,potential_aed_lon,intervention_id,intervention_lat,intervention_lon,existing_aed_id,distance_to_existing_aed,existing_aed_lat,existing_aed_lon
3707,88,"[0.4246513994420834, 0.4246513994420834, 0.7033671694627838, 0.7033671694627838, 0.6242052833484568, 0.6242052833484568, 0.6242052833484568, 0.6242052833484568, 0.6242052833484568, 0.6242052833484568, 0.6242052833484568, 0.6242052833484568, 0.6242052833484568, 0.6242052833484568, 0.6242052833484568, 0.7249372240222512, 0.7249372240222512, 0.6928351460617166, 0.6928351460617166, 0.6242052833484568, 0.6242052833484568, 0.2625887454537295, 0.2625887454537295, 0.2576464605452859, 0.4059737886128579, 0.6242052833484568, 0.6242052833484568, 0.6242052833484568, 0.6242052833484568, 0.6242052833484568, 0.6242052833484568, 0.6242052833484568, 0.6242052833484568, 0.6242052833484568, 0.6242052833484568, 0.447695463308065, 0.6242052833484568, 0.6242052833484568, 0.4425690396090172, 0.4425690396090172, 0.6242052833484568, 0.6242052833484568, 0.6242052833484568, 0.6242052833484568, 0.2576464605452859, 0.2576464605452859, 0.6242052833484568, 0.6242052833484568, 0.6242052833484568, 0.6242052833484568, 0.6242052833484568, 0.6242052833484568, 0.6242052833484568, 0.6242052833484568, 0.7106064992723105, 0.7106064992723105, 0.6242052833484568, 0.6242052833484568, 0.6242052833484568, 0.6242052833484568, 0.2625887454537295, 0.6242052833484568, 0.6242052833484568, 0.6242052833484568, 0.3955297900416283, 0.3955297900416283, 0.8773745289302498, 0.422415386570078, 0.422415386570078, 0.7754485106235524, 0.7754485106235524, 0.6242052833484568, 0.6242052833484568, 0.7772572725643734, 0.2625887454537295, 0.2625887454537295, 0.6880339873675521, 0.6880339873675521, 0.2455484907213297, 0.2455484907213297, 0.6242052833484568, 0.6242052833484568, 0.447695463308065, 0.7231393822634495, 0.7231393822634495, 0.7231393822634495, 0.6242052833484568, 0.6242052833484568]",50.36502061281108,4.367328087263066,"[15013, 15014, 15209, 15210, 15454, 15455, 15460, 15461, 15462, 15984, 15985, 16654, 16655, 16941, 16942, 17015, 17016, 17187, 17188, 17637, 17638, 17639, 17640, 17785, 17888, 17895, 17896, 17970, 17971, 18208, 18209, 18404, 18405, 18518, 18519, 18619, 19115, 19116, 19236, 19237, 19447, 19448, 19464, 19465, 19726, 19727, 20266, 20267, 20407, 20408, 20580, 20581, 20582, 20583, 20676, 20677, 20705, 20706, 21426, 21427, 21646, 22526, 22527, 22935, 23754, 23755, 24309, 24749, 24750, 25012, 25013, 25131, 25132, 25149, 25361, 25362, 25695, 25696, 25960, 25961, 26133, 26134, 30955, 32632, 32633, 32634, 48574, 48575]","[50.3685, 50.3685, 50.36214, 50.36214, 50.35967, 50.35967, 50.35967, 50.35967, 50.35967, 50.35967, 50.35967, 50.35967, 50.35967, 50.35967, 50.35967, 50.36138, 50.36138, 50.36282, 50.36282, 50.35967, 50.35967, 50.36309, 50.36309, 50.3631, 50.36842, 50.35967, 50.35967, 50.35967, 50.35967, 50.35967, 50.35967, 50.35967, 50.35967, 50.35967, 50.35967, 50.36137, 50.35967, 50.35967, 50.36143, 50.36143, 50.35967, 50.35967, 50.35967, 50.35967, 50.3631, 50.3631, 50.35967, 50.35967, 50.35967, 50.35967, 50.35967, 50.35967, 50.35967, 50.35967, 50.36185, 50.36185, 50.35967, 50.35967, 50.35967, 50.35967, 50.36309, 50.35967, 50.35967, 50.35967, 50.36787, 50.36787, 50.35876, 50.36874, 50.36874, 50.36268, 50.36268, 50.35967, 50.35967, 50.36258, 50.36309, 50.36309, 50.36037, 50.36037, 50.3672, 50.3672, 50.35967, 50.35967, 50.36137, 50.36139, 50.36139, 50.36139, 50.35967, 50.35967]","[4.36486, 4.36486, 4.3585, 4.3585, 4.36999, 4.36999, 4.36999, 4.36999, 4.36999, 4.36999, 4.36999, 4.36999, 4.36999, 4.36999, 4.36999, 4.35885, 4.35885, 4.35819, 4.35819, 4.36999, 4.36999, 4.36946, 4.36946, 4.36936, 4.36524, 4.36999, 4.36999, 4.36999, 4.36999, 4.36999, 4.36999, 4.36999, 4.36999, 4.36999, 4.36999, 4.36999, 4.36999, 4.36999, 4.37002, 4.37002, 4.36999, 4.36999, 4.36999, 4.36999, 4.36936, 4.36936, 4.36999, 4.36999, 4.36999, 4.36999, 4.36999, 4.36999, 4.36999, 4.36999, 4.35863, 4.35863, 4.36999, 4.36999, 4.36999, 4.36999, 4.36946, 4.36999, 4.36999, 4.36999, 4.36399, 4.36399, 4.3598, 4.36854, 4.36854, 4.35703, 4.35703, 4.36999, 4.36999, 4.35706, 4.36946, 4.36946, 4.36093, 4.36093, 4.36677, 4.36677, 4.36999, 4.36999, 4.36999, 4.35887, 4.35887, 4.35887, 4.36999, 4.36999]","[5238, 5238, 5238, 5238, 13557, 13557, 13557, 13557, 13557, 13557, 13557, 13557, 13557, 13557, 13557, 5238, 5238, 5238, 5238, 13557, 13557, 13557, 13557, 13557, 5238, 13557, 13557, 13557, 13557, 13557, 13557, 13557, 13557, 13557, 13557, 13557, 13557, 13557, 13557, 13557, 13557, 13557, 13557, 13557, 13557, 13557, 13557, 13557, 13557, 13557, 13557, 13557, 13557, 13557, 5238, 5238, 13557, 13557, 13557, 13557, 13557, 13557, 13557, 13557, 5238, 5238, 5238, 13557, 13557, 5238, 5238, 13557, 13557, 5238, 13557, 13557, 5238, 5238, 13557, 13557, 13557, 13557, 13557, 5238, 5238, 5238, 13557, 13557]","[0.5015485337724255, 0.5015485337724255, 0.885523394650712, 0.885523394650712, 0.7420756394769936, 0.7420756394769936, 0.7420756394769936, 0.7420756394769936, 0.7420756394769936, 0.7420756394769936, 0.7420756394769936, 0.7420756394769936, 0.7420756394769936, 0.7420756394769936, 0.7420756394769936, 0.9707881045471894, 0.9707881045471894, 0.8097435729795025, 0.8097435729795025, 0.7420756394769936, 0.7420756394769936, 0.4405161814619004, 0.4405161814619004, 0.4448469571864049, 0.5299038644691902, 0.7420756394769936, 0.7420756394769936, 0.7420756394769936, 0.7420756394769936, 0.7420756394769936, 0.7420756394769936, 0.7420756394769936, 0.7420756394769936, 0.7420756394769936, 0.7420756394769936, 0.5711278807684314, 0.7420756394769936, 0.7420756394769936, 0.5642638843456953, 0.5642638843456953, 0.7420756394769936, 0.7420756394769936, 0.7420756394769936, 0.7420756394769936, 0.4448469571864049, 0.4448469571864049, 0.7420756394769936, 0.7420756394769936, 0.7420756394769936, 0.7420756394769936, 0.7420756394769936, 0.7420756394769936, 0.7420756394769936, 0.7420756394769936, 0.9179884671142476, 0.9179884671142476, 0.7420756394769936, 0.7420756394769936, 0.7420756394769936, 0.7420756394769936, 0.4405161814619004, 0.7420756394769936, 0.7420756394769936, 0.7420756394769936, 0.476831069824869, 0.476831069824869, 1.2659701675841395, 0.4970750628746945, 0.4970750628746945, 0.8298202597398336, 0.8298202597398336, 0.7420756394769936, 0.7420756394769936, 0.8406637692316645, 0.4405161814619004, 0.4405161814619004, 1.0987353984220076, 1.0987353984220076, 0.5272126791852635, 0.5272126791852635, 0.7420756394769936, 0.7420756394769936, 0.5711278807684314, 0.9697405744136728, 0.9697405744136728, 0.9697405744136728, 0.7420756394769936, 0.7420756394769936]","[50.3701021, 50.3701021, 50.3701021, 50.3701021, 50.36586, 50.36586, 50.36586, 50.36586, 50.36586, 50.36586, 50.36586, 50.36586, 50.36586, 50.36586, 50.36586, 50.3701021, 50.3701021, 50.3701021, 50.3701021, 50.36586, 50.36586, 50.36586, 50.36586, 50.36586, 50.3701021, 50.36586, 50.36586, 50.36586, 50.36586, 50.36586, 50.36586, 50.36586, 50.36586, 50.36586, 50.36586, 50.36586, 50.36586, 50.36586, 50.36586, 50.36586, 50.36586, 50.36586, 50.36586, 50.36586, 50.36586, 50.36586, 50.36586, 50.36586, 50.36586, 50.36586, 50.36586, 50.36586, 50.36586, 50.36586, 50.3701021, 50.3701021, 50.36586, 50.36586, 50.36586, 50.36586, 50.36586, 50.36586, 50.36586, 50.36586, 50.3701021, 50.3701021, 50.3701021, 50.36586, 50.36586, 50.3701021, 50.3701021, 50.36586, 50.36586, 50.3701021, 50.36586, 50.36586, 50.3701021, 50.3701021, 50.36586, 50.36586, 50.36586, 50.36586, 50.36586, 50.3701021, 50.3701021, 50.3701021, 50.36586, 50.36586]","[4.3582495, 4.3582495, 4.3582495, 4.3582495, 4.3739, 4.3739, 4.3739, 4.3739, 4.3739, 4.3739, 4.3739, 4.3739, 4.3739, 4.3739, 4.3739, 4.3582495, 4.3582495, 4.3582495, 4.3582495, 4.3739, 4.3739, 4.3739, 4.3739, 4.3739, 4.3582495, 4.3739, 4.3739, 4.3739, 4.3739, 4.3739, 4.3739, 4.3739, 4.3739, 4.3739, 4.3739, 4.3739, 4.3739, 4.3739, 4.3739, 4.3739, 4.3739, 4.3739, 4.3739, 4.3739, 4.3739, 4.3739, 4.3739, 4.3739, 4.3739, 4.3739, 4.3739, 4.3739, 4.3739, 4.3739, 4.3582495, 4.3582495, 4.3739, 4.3739, 4.3739, 4.3739, 4.3739, 4.3739, 4.3739, 4.3739, 4.3582495, 4.3582495, 4.3582495, 4.3739, 4.3739, 4.3582495, 4.3582495, 4.3739, 4.3739, 4.3582495, 4.3739, 4.3739, 4.3582495, 4.3582495, 4.3739, 4.3739, 4.3739, 4.3739, 4.3739, 4.3582495, 4.3582495, 4.3582495, 4.3739, 4.3739]"
7183,50,"[0.3332982833140615, 0.282470491984048, 0.3332982833140615, 0.2430070160578744, 0.3332982833140615, 0.1990293566285929, 0.1990293566285929, 0.1990293566285929, 0.282470491984048, 0.282470491984048, 0.1478612638592281, 0.1478612638592281, 0.3332982833140615, 0.1990293566285929, 0.2591864353375487, 0.2591864353375487, 0.3332982833140615, 0.3332982833140615, 0.3332982833140615, 0.3332982833140615, 0.3332982833140615, 0.1990293566285929, 0.1990293566285929, 0.1990293566285929, 0.3332982833140615, 0.3332982833140615, 0.3332982833140615, 0.3332982833140615, 0.09434653330373, 0.3332982833140615, 0.3332982833140615, 0.3332982833140615, 0.3332982833140615, 0.4066449764363682, 0.3332982833140615, 0.3332982833140615, 0.3332982833140615, 0.2973396177190122, 0.282470491984048, 0.282470491984048, 0.1990293566285929, 0.1990293566285929, 0.3332982833140615, 0.3332982833140615, 0.3332982833140615, 0.3289497161432792, 0.3289497161432792, 0.3289497161432792, 0.1495486484029654, 0.1495486484029654]",50.79786143037323,4.4045465524850735,"[49173, 50202, 50389, 50979, 51010, 51555, 51556, 51557, 52122, 52123, 52135, 52136, 52169, 52279, 52624, 52625, 52685, 52686, 52687, 52709, 52710, 52882, 52883, 53598, 53624, 53625, 54240, 54339, 54491, 54668, 54743, 54909, 54910, 55042, 55310, 55311, 55657, 55731, 55881, 55882, 56144, 56177, 56395, 56396, 56589, 57163, 57225, 57226, 57719, 57720]","[50.79643, 50.79619, 50.79643, 50.79603, 50.79643, 50.79678, 50.79678, 50.79678, 50.79619, 50.79619, 50.79872, 50.79872, 50.79643, 50.79678, 50.7962, 50.7962, 50.79643, 50.79643, 50.79643, 50.79643, 50.79643, 50.79678, 50.79678, 50.79678, 50.79643, 50.79643, 50.79643, 50.79643, 50.79816, 50.79643, 50.79643, 50.79643, 50.79643, 50.79661, 50.79643, 50.79643, 50.79643, 50.79537, 50.79619, 50.79619, 50.79678, 50.79678, 50.79643, 50.79643, 50.79643, 50.796408241, 50.796408241, 50.796408241, 50.798699896, 50.798699896]","[4.40038, 4.40152, 4.40038, 4.40266, 4.40038, 4.40229, 4.40229, 4.40229, 4.40152, 4.40152, 4.40294, 4.40294, 4.40038, 4.40229, 4.40196, 4.40196, 4.40038, 4.40038, 4.40038, 4.40038, 4.40038, 4.40229, 4.40229, 4.40229, 4.40038, 4.40038, 4.40038, 4.40038, 4.40329, 4.40038, 4.40038, 4.40038, 4.40038, 4.39911, 4.40038, 4.40038, 4.40038, 4.40301, 4.40152, 4.40152, 4.40229, 4.40229, 4.40038, 4.40038, 4.40038, 4.4004697839, 4.4004697839, 4.4004697839, 4.4028828183, 4.4028828183]","[13386, 13010, 13386, 13010, 13386, 13010, 13010, 13010, 13010, 13010, 13010, 13010, 13386, 13010, 13010, 13010, 13386, 13386, 13386, 13386, 13386, 13010, 13010, 13010, 13386, 13386, 13386, 13386, 13010, 13386, 13386, 13386, 13386, 13386, 13386, 13386, 13386, 13010, 13010, 13010, 13010, 13010, 13386, 13386, 13386, 13386, 13386, 13386, 13010, 13010]","[0.5378620371378523, 0.5653222360551811, 0.5378620371378523, 0.5536199424563384, 0.5378620371378523, 0.483524935999131, 0.483524935999131, 0.483524935999131, 0.5653222360551811, 0.5653222360551811, 0.269537601890101, 0.269537601890101, 0.5378620371378523, 0.483524935999131, 0.5520034260977024, 0.5520034260977024, 0.5378620371378523, 0.5378620371378523, 0.5378620371378523, 0.5378620371378523, 0.5378620371378523, 0.483524935999131, 0.483524935999131, 0.483524935999131, 0.5378620371378523, 0.5378620371378523, 0.5378620371378523, 0.5378620371378523, 0.3149554886081476, 0.5378620371378523, 0.5378620371378523, 0.5378620371378523, 0.5378620371378523, 0.4616744319938992, 0.5378620371378523, 0.5378620371378523, 0.5378620371378523, 0.6185755546132652, 0.5653222360551811, 0.5653222360551811, 0.483524935999131, 0.483524935999131, 0.5378620371378523, 0.5378620371378523, 0.5378620371378523, 0.5441135185917261, 0.5441135185917261, 0.5441135185917261, 0.2735236482177121, 0.2735236482177121]","[50.7997561, 50.800803, 50.7997561, 50.800803, 50.7997561, 50.800803, 50.800803, 50.800803, 50.800803, 50.800803, 50.800803, 50.800803, 50.7997561, 50.800803, 50.800803, 50.800803, 50.7997561, 50.7997561, 50.7997561, 50.7997561, 50.7997561, 50.800803, 50.800803, 50.800803, 50.7997561, 50.7997561, 50.7997561, 50.7997561, 50.800803, 50.7997561, 50.7997561, 50.7997561, 50.7997561, 50.7997561, 50.7997561, 50.7997561, 50.7997561, 50.800803, 50.800803, 50.800803, 50.800803, 50.800803, 50.7997561, 50.7997561, 50.7997561, 50.7997561, 50.7997561, 50.7997561, 50.800803, 50.800803]","[4.3948234, 4.4049015, 4.3948234, 4.4049015, 4.3948234, 4.4049015, 4.4049015, 4.4049015, 4.4049015, 4.4049015, 4.4049015, 4.4049015, 4.3948234, 4.4049015, 4.4049015, 4.4049015, 4.3948234, 4.3948234, 4.3948234, 4.3948234, 4.3948234, 4.4049015, 4.4049015, 4.4049015, 4.3948234, 4.3948234, 4.3948234, 4.3948234, 4.4049015, 4.3948234, 4.3948234, 4.3948234, 4.3948234, 4.3948234, 4.3948234, 4.3948234, 4.3948234, 4.4049015, 4.4049015, 4.4049015, 4.4049015, 4.4049015, 4.3948234, 4.3948234, 4.3948234, 4.3948234, 4.3948234, 4.3948234, 4.4049015, 4.4049015]"
3979,48,"[0.3640573097057565, 0.3640573097057565, 0.3640573097057565, 0.3640573097057565, 0.2249679607414947, 0.2249679607414947, 0.3640573097057565, 0.3640573097057565, 0.0603725729790659, 0.0603725729790659, 0.2249679607414947, 0.2249679607414947, 0.3670988196936591, 0.2249679607414947, 0.2249679607414947, 0.3640573097057565, 0.3640573097057565, 0.3670988196936591, 0.3670988196936591, 0.3670988196936591, 0.3640573097057565, 0.3670988196936591, 0.1541320246098595, 0.3640573097057565, 0.3640573097057565, 0.2249679607414947, 0.3670988196936591, 0.3670988196936591, 0.2249679607414947, 0.2249679607414947, 0.2249679607414947, 0.3640573097057565, 0.3670988196936591, 0.171056415196921, 0.171056415196921, 0.2252324265020124, 0.2252324265020124, 0.2252324265020124, 0.2252324265020124, 0.2252324265020124, 0.3640573097057565, 0.3640573097057565, 0.1500455226952526, 0.1500455226952526, 0.2505682053279146, 0.2505682053279146, 0.3670988196936591, 0.3670988196936591]",50.463887768526945,4.427776844189405,"[15591, 15592, 16421, 16422, 17408, 17409, 18472, 18473, 18480, 18481, 18736, 18737, 19370, 19517, 19518, 19698, 19699, 20215, 20380, 20381, 20525, 20916, 20943, 21019, 21020, 21115, 21244, 21245, 21671, 21696, 21999, 22255, 23070, 23467, 23468, 25290, 25291, 25292, 25643, 25644, 25953, 25954, 26139, 26140, 43936, 43937, 46965, 46966]","[50.46274, 50.46274, 50.46274, 50.46274, 50.46201, 50.46201, 50.46274, 50.46274, 50.46348, 50.46348, 50.46201, 50.46201, 50.46273, 50.46201, 50.46201, 50.46274, 50.46274, 50.46273, 50.46273, 50.46273, 50.46274, 50.46273, 50.46272, 50.46274, 50.46274, 50.46201, 50.46273, 50.46273, 50.46201, 50.46201, 50.46201, 50.46274, 50.46273, 50.46255, 50.46255, 50.46201, 50.46201, 50.46201, 50.46201, 50.46201, 50.46274, 50.46274, 50.46267, 50.46267, 50.46292, 50.46292, 50.46273, 50.46273]","[4.42296, 4.42296, 4.42296, 4.42296, 4.42896, 4.42896, 4.42296, 4.42296, 4.42834, 4.42834, 4.42896, 4.42896, 4.42292, 4.42896, 4.42896, 4.42296, 4.42296, 4.42292, 4.42292, 4.42292, 4.42296, 4.42292, 4.42895, 4.42296, 4.42296, 4.42896, 4.42292, 4.42292, 4.42896, 4.42896, 4.42896, 4.42296, 4.42292, 4.42897, 4.42897, 4.42897, 4.42897, 4.42897, 4.42897, 4.42897, 4.42296, 4.42296, 4.42869, 4.42869, 4.42458, 4.42458, 4.42292, 4.42292]","[11432, 11432, 11432, 11432, 6873, 6873, 11432, 11432, 11432, 11432, 6873, 6873, 11432, 6873, 6873, 11432, 11432, 11432, 11432, 11432, 11432, 11432, 6873, 11432, 11432, 6873, 11432, 11432, 6873, 6873, 6873, 11432, 11432, 6873, 6873, 6873, 6873, 6873, 6873, 6873, 11432, 11432, 6873, 6873, 11432, 11432, 11432, 11432]","[0.4639303326704783, 0.4639303326704783, 0.4639303326704783, 0.4639303326704783, 0.3518606968808334, 0.3518606968808334, 0.4639303326704783, 0.4639303326704783, 0.2220703509650582, 0.2220703509650582, 0.3518606968808334, 0.3518606968808334, 0.466803264001881, 0.3518606968808334, 0.3518606968808334, 0.4639303326704783, 0.4639303326704783, 0.466803264001881, 0.466803264001881, 0.466803264001881, 0.4639303326704783, 0.466803264001881, 0.2852718113224213, 0.4639303326704783, 0.4639303326704783, 0.3518606968808334, 0.466803264001881, 0.466803264001881, 0.3518606968808334, 0.3518606968808334, 0.3518606968808334, 0.4639303326704783, 0.466803264001881, 0.2999783504832856, 0.2999783504832856, 0.3515251554175932, 0.3515251554175932, 0.3515251554175932, 0.3515251554175932, 0.3515251554175932, 0.4639303326704783, 0.4639303326704783, 0.3008163834920386, 0.3008163834920386, 0.3687760769664895, 0.3687760769664895, 0.466803264001881, 0.466803264001881]","[50.46546, 50.46546, 50.46546, 50.46546, 50.4647949, 50.4647949, 50.46546, 50.46546, 50.46546, 50.46546, 50.4647949, 50.4647949, 50.46546, 50.4647949, 50.4647949, 50.46546, 50.46546, 50.46546, 50.46546, 50.46546, 50.46546, 50.46546, 50.4647949, 50.46546, 50.46546, 50.4647949, 50.46546, 50.46546, 50.4647949, 50.4647949, 50.4647949, 50.46546, 50.46546, 50.4647949, 50.4647949, 50.4647949, 50.4647949, 50.4647949, 50.4647949, 50.4647949, 50.46546, 50.46546, 50.4647949, 50.4647949, 50.46546, 50.46546, 50.46546, 50.46546]","[4.42793, 4.42793, 4.42793, 4.42793, 4.4313203, 4.4313203, 4.42793, 4.42793, 4.42793, 4.42793, 4.4313203, 4.4313203, 4.42793, 4.4313203, 4.4313203, 4.42793, 4.42793, 4.42793, 4.42793, 4.42793, 4.42793, 4.42793, 4.4313203, 4.42793, 4.42793, 4.4313203, 4.42793, 4.42793, 4.4313203, 4.4313203, 4.4313203, 4.42793, 4.42793, 4.4313203, 4.4313203, 4.4313203, 4.4313203, 4.4313203, 4.4313203, 4.4313203, 4.42793, 4.42793, 4.4313203, 4.4313203, 4.42793, 4.42793, 4.42793, 4.42793]"
2266,48,"[0.1215443980956822, 0.1215443980956822, 0.1222740025214962, 0.1443212143620365, 0.1606643153403498, 0.1606643153403498, 0.2307327639805347, 0.2307327639805347, 0.0835794030602513, 0.0835794030602513, 0.0884210342716965, 0.138338490321618, 0.138338490321618, 0.1437541773344712, 0.1437541773344712, 0.1606643153403498, 0.2031278608014097, 0.1684270547702348, 0.1606643153403498, 0.1606643153403498, 0.1546849678235643, 0.2490227650671765, 0.1546849678235643, 0.1546849678235643, 0.1455778465454555, 0.1455778465454555, 0.1455778465454555, 0.2182236779401375, 0.2190467390507861, 0.2190467390507861, 0.2034832450739147, 0.1927721246839876, 0.1606643153403498, 0.1606643153403498, 0.1546849678235643, 0.1606643153403498, 0.1606643153403498, 0.2135588422766529, 0.2135588422766529, 0.1377757388095301, 0.1606643153403498, 0.1606643153403498, 0.0987266280185655, 0.177496772241678, 0.177496772241678, 0.177496772241678, 0.1989245667548286, 0.1989245667548286]",51.22467017630261,4.42013839870611,"[891, 892, 1124, 1438, 2417, 2418, 2479, 2480, 2883, 2884, 3013, 3128, 3129, 3146, 3147, 3252, 3313, 3980, 4508, 4509, 4777, 5538, 5558, 5559, 6243, 6244, 6245, 6299, 7201, 7202, 8054, 8728, 8741, 8742, 8930, 9022, 9023, 9869, 9870, 10260, 10442, 10443, 11154, 39109, 39110, 39111, 39562, 39563]","[51.22485, 51.22485, 51.22428, 51.22435, 51.22324, 51.22324, 51.22416, 51.22416, 51.22476, 51.22476, 51.22476, 51.22394, 51.22394, 51.22529, 51.22529, 51.22324, 51.22605, 51.22465, 51.22324, 51.22324, 51.22328, 51.22574, 51.22328, 51.22328, 51.22415, 51.22415, 51.22415, 51.22344, 51.22356, 51.22356, 51.2243, 51.22491, 51.22324, 51.22324, 51.22328, 51.22324, 51.22324, 51.22343, 51.22343, 51.22468, 51.22324, 51.22324, 51.22383, 51.22464, 51.22464, 51.22464, 51.22599, 51.22599]","[4.42186, 4.42186, 4.42178, 4.41813, 4.41981, 4.41981, 4.42335, 4.42335, 4.42133, 4.42133, 4.4214, 4.41853, 4.41853, 4.42195, 4.42195, 4.41981, 4.42205, 4.41772, 4.41981, 4.41981, 4.42022, 4.42328, 4.42022, 4.42022, 4.41822, 4.41822, 4.41822, 4.42258, 4.41754, 4.41754, 4.423, 4.42288, 4.41981, 4.41981, 4.42022, 4.41981, 4.41981, 4.42248, 4.42248, 4.41816, 4.41981, 4.41981, 4.41968, 4.41759, 4.41759, 4.41759, 4.41821, 4.41821]","[13409, 13409, 13409, 12876, 13409, 13409, 13409, 13409, 13409, 13409, 13409, 12876, 12876, 11854, 11854, 13409, 11854, 12876, 13409, 13409, 13409, 12616, 13409, 13409, 12876, 12876, 12876, 13409, 12876, 12876, 13409, 13409, 13409, 13409, 13409, 13409, 13409, 13409, 13409, 12876, 13409, 13409, 13409, 12876, 12876, 12876, 11854, 11854]","[0.3568821781265822, 0.3568821781265822, 0.2945414104677695, 0.225604310449172, 0.1715998528707019, 0.1715998528707019, 0.3331948249341117, 0.3331948249341117, 0.3389831925674777, 0.3389831925674777, 0.3398566494313813, 0.2720734083380632, 0.2720734083380632, 0.3523402262270848, 0.3523402262270848, 0.1715998528707019, 0.2949709963762581, 0.186208647256641, 0.1715998528707019, 0.1715998528707019, 0.1704036450715102, 0.2988351473603424, 0.1704036450715102, 0.1704036450715102, 0.2415504088584653, 0.2415504088584653, 0.2415504088584653, 0.2370063875021157, 0.2467257742648424, 0.2467257742648424, 0.3323715287664979, 0.3880480900165277, 0.1715998528707019, 0.1715998528707019, 0.1704036450715102, 0.1715998528707019, 0.1715998528707019, 0.2319051297057723, 0.2319051297057723, 0.2142117068462191, 0.1715998528707019, 0.1715998528707019, 0.2373370090770628, 0.1781600046786502, 0.1781600046786502, 0.1781600046786502, 0.2073141295612895, 0.2073141295612895]","[51.221757, 51.221757, 51.221757, 51.2252335, 51.221757, 51.221757, 51.221757, 51.221757, 51.221757, 51.221757, 51.221757, 51.2252335, 51.2252335, 51.2278071, 51.2278071, 51.221757, 51.2278071, 51.2252335, 51.221757, 51.221757, 51.221757, 51.2279889, 51.221757, 51.221757, 51.2252335, 51.2252335, 51.2252335, 51.221757, 51.2252335, 51.2252335, 51.221757, 51.221757, 51.221757, 51.221757, 51.221757, 51.221757, 51.221757, 51.221757, 51.221757, 51.2252335, 51.221757, 51.221757, 51.221757, 51.2252335, 51.2252335, 51.2252335, 51.2278071, 51.2278071]","[4.4204917, 4.4204917, 4.4204917, 4.4152136, 4.4204917, 4.4204917, 4.4204917, 4.4204917, 4.4204917, 4.4204917, 4.4204917, 4.4152136, 4.4152136, 4.4188765, 4.4188765, 4.4204917, 4.4188765, 4.4152136, 4.4204917, 4.4204917, 4.4204917, 4.4256296, 4.4204917, 4.4204917, 4.4152136, 4.4152136, 4.4152136, 4.4204917, 4.4152136, 4.4152136, 4.4204917, 4.4204917, 4.4204917, 4.4204917, 4.4204917, 4.4204917, 4.4204917, 4.4204917, 4.4204917, 4.4152136, 4.4204917, 4.4204917, 4.4204917, 4.4152136, 4.4152136, 4.4152136, 4.4188765, 4.4188765]"
