potential_aed_id,arrest_count,distance_to_potential_aed,potential_aed_lat,potential_aed_lon,intervention_id,intervention_lat,intervention_lon,existing_aed_id,distance_to_existing_aed,existing_aed_lat,existing_aed_lon,Province
9078,1,[0.3509401217110512],50.42335388955887,5.997824007388536,[16473],[50.42599],[5.9951],[8946],[0.8588996041943083],[50.42929292929293],[6.006060606060606],Wallonia
9075,1,[1.2837763327780718],50.25755897628443,6.046712186047099,[16817],[50.25431],[6.06404],[9037],[1.5244298409348225],[50.24747474747475],[6.045454545454546],Wallonia
9060,1,[0.2437300185734934],50.450704100952336,5.958007468320193,[14829],[50.44867],[5.95929],[8847],[0.5302980208300351],[50.44949494949495],[5.966666666666667],Région Wallonne
9055,1,[0.7790404742069326],50.4105757861544,6.1564138685334875,[17198],[50.40855],[6.14589],[9345],[1.2590357128736374],[50.40909090909091],[6.163636363636364],Région Wallonne
585,1,[0.1824096190975292],50.58451577155291,4.910038855456364,[25069],[50.58315],[4.91147],[6154],[1.048515936471002],[50.59090909090909],[4.903030303030303],Région Wallonne
9048,1,[0.7760574124177232],50.19495137425915,5.961626645889059,[23239],[50.18967],[5.9545],[8834],[0.9205041507340108],[50.186868686868685],[5.966666666666667],Région Wallonne
9045,1,[0.3298742157566371],50.34949244828634,5.873106760538589,[14768],[50.35138],[5.86952],[8642],[1.341804561393399],[50.34848484848485],[5.887878787878789],Wallonia
9038,1,[1.0106230547871031],50.45883767225356,5.8692586911446485,[17264],[50.46109],[5.88309],[8648],[1.0153010654178427],[50.46969696969697],[5.887878787878789],Wallonia
9029,1,[0.5106876540340407],50.20338913488433,6.086101078184231,[17158],[50.20414],[6.09318],[9135],[0.6765929954922261],[50.207070707070706],[6.084848484848486],Wallonia
9178,1,[0.2332799513263037],50.28905793685511,6.072351239377257,[17023],[50.28696],[6.07235],[9139],[0.8938317791690975],[50.28787878787879],[6.084848484848486],Région Wallonne
561,1,[1.166957081928205],50.61142271195623,4.872428946237121,[24900],[50.60678],[4.88726],[6155],[1.2125773984348878],[50.611111111111114],[4.903030303030303],Wallonia
