potential_aed_id,arrest_count,distance_to_potential_aed,potential_aed_lat,potential_aed_lon,intervention_id,intervention_lat,intervention_lon,existing_aed_id,distance_to_existing_aed,existing_aed_lat,existing_aed_lon,Province
7675,3,"[0.605073794673746, 0.6215137255954918, 0.7708933638026902]",51.01515151515152,5.493939393939394,"[6252, 19996, 20042]","[51.01812, 51.01832, 51.02178]","[5.48669, 5.48662, 5.49071]","[8346, 8346, 4370]","[0.7202265789359936, 0.7429979314508773, 0.929708291284154]","[51.0117872, 51.0117872, 51.0244277]","[5.4888515, 5.4888515, 5.4781016]",Flanders
7727,3,"[0.1508873536070431, 0.2909016511887708, 1.2993142323208735]",50.04545454545455,5.533333333333333,"[22869, 23899, 24055]","[50.04676, 50.04388, 50.0527]","[5.53391, 5.53008, 5.54761]","[6868, 6868, 6559]","[1.331775630733835, 0.924656990723182, 1.7475513159888008]","[50.036205, 50.036205, 50.03699599999999]","[5.525096500000001, 5.525096500000001, 5.5485704]",Wallonia
8110,3,"[0.732862091570299, 1.1933103971439385, 1.1385795134820174]",49.7020202020202,5.690909090909091,"[23238, 23248, 23405]","[49.70006, 49.70101, 49.70705]","[5.68118, 5.67439, 5.7047]","[1723, 1723, 10486]","[3.755551375665054, 3.261372622698845, 2.976812336089076]","[49.7025939, 49.7025939, 49.692743]","[5.6291071, 5.6291071, 5.7396842]",Wallonia
4759,3,"[0.4608134433515808, 0.2758429052129398, 0.1597294441591988]",50.69191919191919,4.351515151515152,"[7674, 8044, 23223]","[50.69587, 50.69009, 50.69259]","[4.34954, 4.34887, 4.34951]","[4300, 4918, 4918]","[0.9749891166143804, 0.5226520931281549, 0.7313545593197468]","[50.6997201, 50.6878055, 50.6878055]","[4.3619771, 4.342386, 4.342386]",Wallonia
7640,3,"[0.7236200558329355, 0.8858487481408035, 1.5967231547020295]",50.30808080808081,5.493939393939394,"[22864, 23039, 23174]","[50.302, 50.30415, 50.29832]","[5.49031, 5.48309, 5.47745]","[1455, 1455, 1455]","[2.789916217668128, 2.86126952904413, 2.1587558558956186]","[50.2789878, 50.2789878, 50.2789878]","[5.4746609, 5.4746609, 5.4746609]",Wallonia
5060,3,"[0.9020864116436412, 0.1973400905126906, 1.044071639434816]",50.71212121212121,4.46969696969697,"[6912, 7041, 7926]","[50.705, 50.71152, 50.71225]","[4.46356, 4.46706, 4.45487]","[2935, 2935, 4731]","[1.0635769627448357, 0.8072299017873659, 1.2245317753882097]","[50.7085979, 50.7085979, 50.7220163]","[4.4775544, 4.4775544, 4.446833]",Wallonia
6811,3,"[1.01453793855813, 0.6337040148086457, 1.0732289844863314]",49.72222222222222,5.17878787878788,"[22936, 23292, 23311]","[49.71408, 49.7174, 49.71359]","[5.17242, 5.17409, 5.17211]","[2755, 2755, 2755]","[5.4137051114884445, 5.126283462136146, 5.461076650436874]","[49.7392459, 49.7392459, 49.7392459]","[5.2368938, 5.2368938, 5.2368938]",Wallonia
8224,3,"[1.1773289416355692, 1.028710643351759, 1.4610581616938063]",49.98484848484848,5.7303030303030305,"[23226, 23255, 23367]","[49.98665, 49.98407, 49.99074]","[5.74653, 5.74464, 5.74857]","[6075, 6075, 6075]","[1.842352922708832, 1.7091551205299071, 2.068911615947652]","[49.98544, 49.98544, 49.98544]","[5.720829999999999, 5.720829999999999, 5.720829999999999]",Wallonia
7637,3,"[0.2724173595844911, 1.0874893160350383, 1.1836781057979429]",50.24747474747475,5.493939393939394,"[22685, 22690, 23884]","[50.24552, 50.25195, 50.25432]","[5.49163, 5.48034, 5.48119]","[6016, 6016, 6016]","[0.3131905689288002, 1.2968758585735662, 1.4042866366462483]","[50.2459519, 50.2459519, 50.2459519]","[5.4959823, 5.4959823, 5.4959823]",Wallonia
6819,3,"[0.3508506667922719, 0.7462181165415163, 1.3523999047165762]",49.88383838383838,5.17878787878788,"[22783, 22829, 22916]","[49.88602, 49.88989, 49.89107]","[5.17525, 5.18329, 5.16361]","[2733, 2711, 2733]","[1.88172724503798, 1.719904792241436, 2.1932550870442244]","[49.8713694, 49.9005891, 49.8713694]","[5.1621062, 5.2006299, 5.1621062]",Wallonia
7558,3,"[0.4128932723331391, 1.374243074319437, 0.143377635017579]",50.67171717171717,5.454545454545455,"[14458, 15150, 15505]","[50.67425, 50.67837, 50.67289]","[5.45883, 5.43811, 5.4537]","[366, 3056, 516]","[0.7602203895204181, 1.485656311655482, 1.0071518896160176]","[50.6807912, 50.6861985, 50.6656391]","[5.4619683, 5.4551977, 5.4622643]",Wallonia
8750,3,"[0.3910206022174248, 0.4787522380113572, 0.8778717188422107]",50.51010101010101,5.927272727272728,"[15668, 16205, 18793]","[50.51336, 50.51355, 50.51642]","[5.92935, 5.92322, 5.91983]","[11459, 2418, 2418]","[0.6309792861034883, 0.7651825295613489, 1.1351795035509769]","[50.5143017, 50.5067695, 50.5067695]","[5.93815, 5.9250667, 5.9250667]",Wallonia
6984,3,"[1.0847488671086238, 0.2375445341271674, 0.2716783872657192]",51.196969696969695,5.218181818181819,"[1428, 2735, 4336]","[51.18779, 51.19623, 51.19507]","[5.22345, 5.22138, 5.21573]","[9361, 9361, 9361]","[1.1405704776521015, 0.6024284997889465, 1.0145771951988023]","[51.1972229, 51.1972229, 51.1972229]","[5.2298792, 5.2298792, 5.2298792]",Flanders
5182,3,"[0.4850460245057906, 0.3881178136393646, 0.4577259728266565]",51.156565656565654,4.50909090909091,"[619, 3425, 5192]","[51.15498, 51.15452, 51.16024]","[4.51557, 4.5136, 4.51205]","[9016, 9016, 9016]","[1.0760136176977635, 1.0295850450491937, 0.52563173963326]","[51.1620995, 51.1620995, 51.1620995]","[4.50512, 4.50512, 4.50512]",Flanders
3559,3,"[1.0273175279254925, 1.6155236966547657, 1.4122041905511449]",50.69191919191919,3.878787878787879,"[10917, 11209, 12909]","[50.69657, 50.68314, 50.69864]","[3.89139, 3.89706, 3.8958]","[5358, 1895, 5358]","[2.797427811599547, 2.858411444226382, 2.4213944360857416]","[50.7068251, 50.6740012, 50.7068251]","[3.9276615, 3.9349772, 3.9276615]",Wallonia
5039,3,"[1.0027013240751064, 1.1076644289378208, 0.5428050657839423]",50.28787878787879,4.46969696969697,"[24392, 25086, 26060]","[50.28698, 50.29592, 50.29041]","[4.48374, 4.4789, 4.47623]","[1756, 1756, 1756]","[1.0171207645345903, 1.2647557946377137, 1.3915402772557417]","[50.292059, 50.292059, 50.292059]","[4.4956471, 4.4956471, 4.4956471]",Wallonia
1957,3,"[1.25132857745412, 1.0868912391682606, 1.1389986431283392]",50.65151515151515,3.2484848484848485,"[9577, 10371, 11641]","[50.64741, 50.64817, 50.64809]","[3.26501, 3.26297, 3.26371]","[1636, 1636, 1636]","[1.2852352157892832, 1.445278356799261, 1.392588013247518]","[50.6448033, 50.6448033, 50.6448033]","[3.2827682, 3.2827682, 3.2827682]",Wallonia
6823,3,"[0.6161299422511448, 0.0188185121314715, 0.3796378494618196]",49.964646464646464,5.17878787878788,"[22712, 23080, 23762]","[49.96384, 49.96468, 49.96713]","[5.18731, 5.17853, 5.18243]","[1606, 1606, 1606]","[1.2858050843323423, 1.8275226860979727, 1.490653183463816]","[49.9695718, 49.9695718, 49.9695718]","[5.2029233, 5.2029233, 5.2029233]",Wallonia
5036,3,"[0.9084548392162672, 1.2413368769323387, 1.2662943646501037]",50.22727272727273,4.46969696969697,"[24128, 24305, 26302]","[50.22014, 50.21967, 50.21954]","[4.46347, 4.45692, 4.45663]","[5829, 5829, 5829]","[2.392068178616174, 2.3057905363804645, 2.3160295504303776]","[50.2400029, 50.2400029, 50.2400029]","[4.4505559, 4.4505559, 4.4505559]",Wallonia
5034,3,"[1.1291626109031605, 0.4702553223958194, 1.119481054176297]",50.186868686868685,4.46969696969697,"[11930, 24674, 25652]","[50.1777, 50.18807, 50.17885]","[4.46288, 4.47603, 4.46019]","[4161, 800, 4161]","[3.6933743904189984, 4.622498072825704, 3.5416601578057]","[50.1698157, 50.195988, 50.1698157]","[4.4125007, 4.5397742, 4.4125007]",Wallonia
4766,3,"[0.1838701160686203, 0.1016031664846718, 0.0816087653060291]",50.833333333333336,4.351515151515152,"[29099, 30024, 31098]","[50.8335, 50.83255, 50.832819795]","[4.35412, 4.35226, 4.352345341]","[3813, 429, 429]","[0.2305356063576023, 0.1525031276888721, 0.1637896680644994]","[50.8332717, 50.8324281, 50.8324281]","[4.3573827, 4.3500971, 4.3500971]",Brussels
3253,3,"[0.0695609751189271, 1.2107622264591913, 0.647899138707386]",50.57070707070707,3.7606060606060607,"[11770, 12569, 12659]","[50.57011, 50.57991, 50.57523]","[3.7609, 3.76977, 3.76639]","[3693, 11354, 11354]","[0.5981450523128694, 1.442816750582094, 0.9564962097469348]","[50.567451, 50.5669351, 50.5669351]","[3.7535378, 3.7699765, 3.7699765]",Wallonia
3643,3,"[0.8849763666928537, 0.5990361667422064, 1.0695387725116303]",50.36868686868687,3.9181818181818184,"[9943, 11968, 12546]","[50.37085, 50.37321, 50.36883]","[3.93019, 3.92277, 3.93326]","[13564, 13564, 11537]","[1.4914472721693095, 1.112998495329892, 1.6905435222789158]","[50.3832078, 50.3832078, 50.3538254]","[3.9220134, 3.9220134, 3.9371016]",Wallonia
6776,3,"[0.9458465545054728, 0.8961458790718174, 0.9063176358232512]",51.035353535353536,5.13939393939394,"[19319, 20663, 21999]","[51.03146, 51.02962, 51.0297]","[5.15142, 5.1484, 5.14873]","[9956, 9956, 9956]","[1.701073875877294, 1.9949997210705788, 1.9720092998326275]","[51.0417585, 51.0417585, 51.0417585]","[5.16941, 5.16941, 5.16941]",Flanders
3160,3,"[1.0962809098162023, 1.0394932519891311, 1.5109194975543423]",50.71212121212121,3.7212121212121216,"[8587, 10243, 12336]","[50.72198, 50.71863, 50.72022]","[3.72109, 3.73181, 3.70398]","[3307, 3307, 7982]","[1.8174124620942391, 1.801337534392113, 2.8013472803227866]","[50.7343557, 50.7343557, 50.7388991]","[3.737956, 3.737956, 3.7306872]",Wallonia
4745,3,"[0.4934720371932788, 0.867949658512927, 0.5273176753364763]",50.40909090909091,4.351515151515152,"[8639, 10189, 14034]","[50.40678, 50.40555, 50.40989]","[4.35746, 4.36243, 4.35885]","[5513, 5532, 5513]","[0.9698044933470968, 0.9947283222921096, 0.6588422924179217]","[50.4154085, 50.3981483, 50.4154085]","[4.355465, 4.3703123, 4.355465]",Wallonia
8362,3,"[1.392308678963453, 0.611691292722903, 0.6509101300600582]",50.75252525252525,5.7696969696969695,"[16027, 19784, 22177]","[50.74586, 50.75688, 50.75616]","[5.78645, 5.77501, 5.77695]","[26, 21, 21]","[1.8672128995316093, 1.10975905040021, 1.2630881344945055]","[50.7488563, 50.7594861, 50.7594861]","[5.812563, 5.7597806, 5.7597806]",Flanders
3646,3,"[0.3220285861408381, 0.2391540980437585, 0.2719306666155501]",50.42929292929293,3.9181818181818184,"[10843, 11614, 13158]","[50.43218, 50.43131, 50.4317]","[3.91854, 3.91701, 3.91886]","[3964, 3964, 3964]","[0.4470567592247426, 0.5152493695069946, 0.4034971777352049]","[50.4302799, 50.4302799, 50.4302799]","[3.9241022, 3.9241022, 3.9241022]",Wallonia
7656,3,"[0.3507445209642476, 0.4972757093504262, 0.2992724202761405]",50.631313131313135,5.493939393939394,"[14758, 15798, 17206]","[50.63399, 50.6351, 50.63221]","[5.49657, 5.49769, 5.49794]","[2142, 2142, 2142]","[0.5047013526698975, 0.5501763711958098, 0.309410361207061]","[50.630898, 50.630898, 50.630898]","[5.5018086, 5.5018086, 5.5018086]",Wallonia
8355,3,"[0.4060691655813869, 1.018784141772313, 0.6776318039842089]",50.611111111111114,5.7696969696969695,"[15090, 15118, 18800]","[50.60849, 50.60195, 50.60875]","[5.76569, 5.76948, 5.77855]","[12513, 1503, 12513]","[0.7565027448224013, 1.1179734985412684, 1.576686078765286]","[50.6124605, 50.5952206, 50.6124605]","[5.7569842, 5.7577115, 5.7569842]",Wallonia
8175,3,"[1.020741143782357, 1.023703195159405, 0.9253371795062886]",51.01515151515152,5.690909090909091,"[19346, 19766, 20362]","[51.02388, 51.00662, 51.00716]","[5.68639, 5.68541, 5.68722]","[6938, 7330, 6938]","[1.0388329265991672, 1.0392521240199974, 1.0796698100801612]","[51.0158711, 50.997278, 51.0158711]","[5.6940369, 5.6858562, 5.6940369]",Flanders
3155,3,"[0.833489994011564, 0.9269074221453384, 1.03329388018268]",50.611111111111114,3.7212121212121216,"[9958, 10802, 13900]","[50.60385, 50.61944, 50.60188]","[3.71828, 3.72175, 3.71953]","[2944, 2944, 2972]","[2.23510602022117, 1.244905960841296, 2.357382667155924]","[50.6219673, 50.6219673, 50.594546]","[3.7045592, 3.7045592, 3.6881927]",Wallonia
7051,3,"[0.3438700045229692, 0.4349429336504429, 0.2218487892126323]",50.53030303030303,5.257575757575758,"[15852, 18685, 18933]","[50.52766, 50.52663, 50.52889]","[5.25505, 5.25546, 5.25536]","[2723, 2723, 2723]","[0.3990051552521326, 0.5064631724835069, 0.2611638346075083]","[50.5311467, 50.5311467, 50.5311467]","[5.256384, 5.256384, 5.256384]",Wallonia
8179,3,"[1.115318371541191, 0.2201288146817651, 0.9327711131854238]",51.0959595959596,5.690909090909091,"[19566, 20535, 21021]","[51.10505, 51.09758, 51.10408]","[5.69766, 5.69272, 5.69426]","[10611, 10611, 10611]","[1.2410373929484515, 0.3778617737529237, 1.0989672427508126]","[51.0942107, 51.0942107, 51.0942107]","[5.6934241, 5.6934241, 5.6934241]",Flanders
5142,3,"[0.2289770443572032, 0.2321643830491475, 0.3384355679048024]",50.34848484848485,4.50909090909091,"[9780, 12477, 18001]","[50.35002, 50.34976, 50.3515]","[4.50694, 4.5065, 4.50844]","[5292, 5292, 5292]","[0.3667506453970058, 0.3247096119639399, 0.5620418394177916]","[50.3474516, 50.3474516, 50.3474516]","[4.5036972, 4.5036972, 4.5036972]",Wallonia
4690,3,"[1.1300100159179758, 1.0613491794770995, 1.262488287580299]",51.31818181818182,4.3121212121212125,"[2176, 6638, 22234]","[51.31668, 51.31646, 51.31577]","[4.29604, 4.2971, 4.29437]","[12602, 12602, 12602]","[1.457727799124545, 1.4602276182790088, 1.3269505568824125]","[51.3042615, 51.3042615, 51.3042615]","[4.2893203, 4.2893203, 4.2893203]",Flanders
7049,3,"[0.5298076105915112, 1.489104556456006, 0.5921918369590184]",50.48989898989899,5.257575757575758,"[16782, 18236, 19107]","[50.4854, 50.49933, 50.48484]","[5.25511, 5.24263, 5.25496]","[2864, 4947, 2864]","[0.7213700537413564, 1.566351665123542, 0.6811327837143981]","[50.4819755, 50.5132987, 50.4819755]","[5.2464506, 5.2397711, 5.2464506]",Wallonia
8203,3,"[0.5319735626410974, 0.1610198058997359, 0.1963695978802265]",49.56060606060606,5.7303030303030305,"[22642, 22990, 23896]","[49.56208, 49.55928, 49.56131]","[5.73732, 5.7312, 5.7328]","[1493, 1493, 1493]","[0.6703848300304114, 0.7596196148502072, 0.7880757221444902]","[49.5564937, 49.5564937, 49.5564937]","[5.7408155, 5.7408155, 5.7408155]",Wallonia
5095,3,"[0.7456885262105866, 1.098073403170148, 0.3528818604333115]",51.41919191919192,4.46969696969697,"[547, 3242, 5435]","[51.41251, 51.42478, 51.41604]","[4.47061, 4.45664, 4.47029]","[7843, 7843, 7843]","[1.4094229405068572, 1.1031785031356207, 1.022514040307508]","[51.4251279, 51.4251279, 51.4251279]","[4.4725412, 4.4725412, 4.4725412]",Flanders
7043,3,"[0.7174410996065212, 0.9377811312084132, 1.036230972528349]",50.36868686868687,5.257575757575758,"[17715, 23157, 25676]","[50.36897, 50.36922, 50.36518]","[5.24747, 5.24438, 5.24404]","[5534, 5534, 5534]","[1.517740478155886, 1.543582223184489, 1.9816064264293416]","[50.3824193, 50.3824193, 50.3824193]","[5.251121, 5.251121, 5.251121]",Wallonia
6771,3,"[0.8864894311874324, 1.1250046031720151, 1.3783352821838968]",50.93434343434343,5.13939393939394,"[20505, 20808, 21559]","[50.9357, 50.92447, 50.92564]","[5.15186, 5.13589, 5.12539]","[10930, 10932, 10932]","[1.013374412978403, 1.3811908596989997, 1.4344175635589218]","[50.934309, 50.9368877, 50.9368877]","[5.1661518, 5.1354124, 5.1354124]",Flanders
4742,3,"[1.3498941580532509, 1.1218837148187886, 0.7358150621679048]",50.34848484848485,4.351515151515152,"[9556, 10421, 12788]","[50.35278, 50.35277, 50.34794]","[4.36931, 4.36583, 4.36185]","[13557, 2866, 2866]","[1.4904320964061757, 1.4068024940049313, 0.8236099040885347]","[50.36586, 50.343063, 50.343063]","[4.3739, 4.3531144, 4.3531144]",Wallonia
5088,3,"[0.4338834274584656, 0.6706211418235201, 0.1616892593304712]",51.27777777777778,4.46969696969697,"[2157, 4048, 22320]","[51.2751, 51.27745, 51.27837]","[4.46516, 4.46007, 4.47182]","[1132, 10239, 1132]","[0.4918693594487617, 0.6850712828563351, 0.3241293310881273]","[51.2754651, 51.2810918, 51.2754651]","[4.4722069, 4.4521256, 4.4722069]",Flanders
3254,3,"[1.3894893418982392, 0.8483478799163433, 1.4394743717005354]",50.59090909090909,3.7606060606060607,"[11942, 12286, 13200]","[50.6002, 50.59794, 50.58301]","[3.77377, 3.75594, 3.77676]","[2156, 2156, 11354]","[2.0854897044476037, 1.9749334419902655, 1.8505225697690295]","[50.6156858, 50.6156858, 50.5669351]","[3.7570977, 3.7570977, 3.7699765]",Wallonia
6837,3,"[1.121827701341884, 1.087543894209908, 0.9308592414193002]",50.24747474747475,5.17878787878788,"[22763, 26128, 26210]","[50.24723, 50.24866, 50.25023]","[5.19456, 5.19397, 5.19115]","[3147, 3147, 3147]","[1.516379007882928, 1.358013462946, 1.107572586056912]","[50.2590924, 50.2590924, 50.2590924]","[5.1840389, 5.1840389, 5.1840389]",Wallonia
6841,3,"[0.4176951072827047, 0.7242626788680712, 0.6933673597201804]",50.32828282828283,5.17878787878788,"[24182, 24920, 26333]","[50.33121, 50.33449, 50.3233]","[5.1751, 5.18188, 5.18466]","[3593, 3593, 3593]","[1.291786585010159, 1.3951648425685064, 2.4014769662602684]","[50.3408442, 50.3408442, 50.3408442]","[5.1649292, 5.1649292, 5.1649292]",Wallonia
4926,3,"[0.4042153917293763, 0.3835557571503289, 0.5633490210394003]",50.025252525252526,4.430303030303031,"[8712, 11292, 25384]","[50.02674, 50.02575, 50.0285]","[4.42514, 4.42499, 4.42425]","[2063, 2063, 2063]","[0.7551454187174759, 0.7165861166531127, 0.7855657113545592]","[50.0245475, 50.0245475, 50.0245475]","[4.4151352, 4.4151352, 4.4151352]",Wallonia
4922,3,"[1.496276282047876, 1.1137166132886214, 1.3577082393247923]",49.94444444444444,4.430303030303031,"[10570, 24165, 25258]","[49.95112, 49.94809, 49.95]","[4.44846, 4.4448, 4.4472]","[2063, 7095, 2063]","[8.50527005266242, 8.68831711722694, 8.600452618072644]","[50.0245475, 49.9888968, 50.0245475]","[4.4151352, 4.3412045, 4.4151352]",Wallonia
4840,3,"[0.8837964060785515, 0.9127074267227704, 0.9127074267227704]",50.30808080808081,4.390909090909091,"[11021, 14173, 14430]","[50.30291, 50.3015, 50.3015]","[4.40036, 4.39859, 4.39859]","[6814, 6814, 6814]","[1.820535719003698, 1.6776584213596857, 1.6776584213596857]","[50.2865715, 50.2865715, 50.2865715]","[4.4020101, 4.4020101, 4.4020101]",Wallonia
3444,3,"[0.9697471956719568, 1.076503942466682, 1.1397754817551011]",50.388888888888886,3.83939393939394,"[8987, 9543, 12959]","[50.3976, 50.39857, 50.39894]","[3.84005, 3.83947, 3.83624]","[12304, 12304, 12304]","[1.1978284940230235, 1.1686090862516796, 1.348107232930208]","[50.4042633, 50.4042633, 50.4042633]","[3.8533291, 3.8533291, 3.8533291]",Wallonia
3448,3,"[0.2762781775699846, 0.7362299334638743, 0.0455899000594609]",50.46969696969697,3.83939393939394,"[10096, 12404, 13452]","[50.47013, 50.47619, 50.46949]","[3.83555, 3.84143, 3.83995]","[2645, 13384, 2648]","[0.4073711274418888, 0.7889690267815186, 0.2016332599706464]","[50.4727892, 50.482924, 50.4689566]","[3.8315906, 3.837917, 3.8426729]",Wallonia
4885,3,"[0.307035508028449, 0.2546115202462286, 0.215736716170119]",51.21717171717171,4.390909090909091,"[2034, 2473, 3808]","[51.21456, 51.21549, 51.21628]","[4.39234, 4.39339, 4.39366]","[9133, 12997, 12997]","[0.3330607319494751, 0.3284167386653951, 0.3021334349278798]","[51.2120306, 51.2161343, 51.2161343]","[4.3897789, 4.3979916, 4.3979916]",Flanders
4884,3,"[0.2149290560076614, 0.2487840306496342, 0.2282923092694734]",51.196969696969695,4.390909090909091,"[2434, 6414, 6682]","[51.1959, 51.19822, 51.19821]","[4.38834, 4.39387, 4.39352]","[9257, 410, 410]","[0.223608952462866, 0.2539829091479487, 0.2439420436374015]","[51.1944798, 51.2002093, 51.2002093]","[4.3906119, 4.3920787, 4.3920787]",Flanders
6949,3,"[1.4737899732446345, 0.5636480186132481, 0.7505421892035632]",50.48989898989899,5.218181818181819,"[15288, 16185, 19008]","[50.49642, 50.48883, 50.4954]","[5.23632, 5.22597, 5.22433]","[2864, 976, 976]","[1.7587994662880928, 0.9323460836665576, 1.663971031057953]","[50.4819755, 50.4804521, 50.4804521]","[5.2464506, 5.2254359, 5.2254359]",Wallonia
4881,3,"[0.2071105806489571, 0.3544740654144208, 0.3557881301157271]",51.13636363636363,4.390909090909091,"[825, 2757, 5865]","[51.13456, 51.13798, 51.13817]","[4.39165, 4.38653, 4.3867]","[7646, 7646, 7646]","[0.2902829305873734, 0.3943837335572094, 0.4134680302965132]","[51.1344849, 51.1344849, 51.1344849]","[4.3874914, 4.3874914, 4.3874914]",Flanders
7570,3,"[0.6196217114135807, 1.0742738840897414, 0.7786611664824127]",50.91414141414141,5.454545454545455,"[20167, 20181, 21039]","[50.91486, 50.90469, 50.92057]","[5.46331, 5.45137, 5.45895]","[8215, 8215, 8652]","[1.3568663261382603, 1.3006709414397242, 0.8420745804066994]","[50.9154178, 50.9154178, 50.9264017]","[5.4439755, 5.4439755, 5.4512857]",Flanders
9357,3,"[0.8720780923976703, 1.3154245695516773, 0.6691617419589037]",50.65151515151515,6.163636363636364,"[15490, 16352, 17690]","[50.65176, 50.64932, 50.65242]","[6.176, 6.18197, 6.17302]","[3164, 3164, 3164]","[4.749057628769013, 5.249073037632154, 4.530232681689078]","[50.6727728, 50.6727728, 50.6727728]","[6.1173422, 6.1173422, 6.1173422]",Wallonia
8277,3,"[0.2353472861384871, 0.1917757991394206, 0.3940624019083948]",51.05555555555556,5.7303030303030305,"[19328, 20435, 22241]","[51.05741, 51.05681, 51.05785]","[5.72868, 5.72842, 5.7346]","[6289, 6289, 6289]","[0.4511264274717056, 0.5193249420227563, 0.4205602371280637]","[51.0610737, 51.0610737, 51.0610737]","[5.7314528, 5.7314528, 5.7314528]",Flanders
4849,3,"[0.370399100206344, 0.6269574085910271, 0.8679736093503745]",50.48989898989899,4.390909090909091,"[12314, 12710, 14273]","[50.48843, 50.4911, 50.4965]","[4.38621, 4.38225, 4.38436]","[11017, 930, 930]","[1.3773072461546834, 1.738607685104797, 1.1370171793824564]","[50.4830526, 50.5067131, 50.5067131]","[4.403747, 4.3835704, 4.3835704]",Wallonia
6915,3,"[1.3503152008080128, 1.1423516579106254, 0.5853233551043128]",49.803030303030305,5.218181818181819,"[23655, 23683, 23785]","[49.79652, 49.80513, 49.80056]","[5.2023, 5.2026, 5.21098]","[972, 972, 972]","[2.648762908750253, 2.2034064441478707, 2.949128892190554]","[49.8113914, 49.8113914, 49.8113914]","[5.1734677, 5.1734677, 5.1734677]",Wallonia
3453,3,"[1.0201051029750263, 1.0245249380282526, 0.9882446512414564]",50.57070707070707,3.83939393939394,"[10553, 10842, 12400]","[50.56354, 50.57035, 50.57006]","[3.84841, 3.85389, 3.85335]","[4726, 4373, 4373]","[2.970101639920137, 2.480039591133804, 2.5097557890942928]","[50.556964, 50.5925946, 50.5925946]","[3.8891624, 3.8513383, 3.8513383]",Wallonia
3455,3,"[0.4537691001143047, 0.9966376106714374, 0.8599575487988618]",50.611111111111114,3.83939393939394,"[9568, 11936, 14331]","[50.61488, 50.60243, 50.6039]","[3.84186, 3.83588, 3.83499]","[8770, 8770, 8770]","[1.1264191185514305, 1.295079967884718, 1.2949459432878148]","[50.60734000000001, 50.60734000000001, 50.60734000000001]","[3.8525209, 3.8525209, 3.8525209]",Wallonia
4850,3,"[0.2821956703983053, 0.2630262649074835, 0.2898959923304682]",50.51010101010101,4.390909090909091,"[9222, 9338, 12094]","[50.51235, 50.51137, 50.51237]","[4.38906, 4.38777, 4.38889]","[2922, 2922, 2922]","[0.3837602094669789, 0.3198408062627695, 0.3888657428613959]","[50.5089924, 50.5089924, 50.5089924]","[4.3903156, 4.3903156, 4.3903156]",Wallonia
3457,3,"[0.4814785990481666, 1.3324461493032485, 0.6359474984251945]",50.65151515151515,3.83939393939394,"[9523, 10146, 12243]","[50.64806, 50.64196, 50.64963]","[3.84351, 3.82799, 3.84791]","[6230, 6230, 7415]","[1.0919870575082289, 2.1109485400578456, 0.8211958430983073]","[50.6578666, 50.6578666, 50.6546212]","[3.8443331, 3.8443331, 3.8564952]",Wallonia
8271,3,"[1.1845796402556958, 0.7498821393193562, 0.6746032822838961]",50.93434343434343,5.7303030303030305,"[19597, 20510, 20750]","[50.92438, 50.92772, 50.92835]","[5.72432, 5.72829, 5.72881]","[386, 6854, 6854]","[2.019037845566711, 1.9605411218801336, 1.8861403075687413]","[50.9224513, 50.9451669, 50.9451669]","[5.6956777, 5.7323288, 5.7323288]",Flanders
8258,3,"[0.2954278785341505, 0.2949908565887611, 0.2432637004546002]",50.67171717171717,5.7303030303030305,"[15399, 15713, 18010]","[50.67364, 50.67361, 50.67325]","[5.72741, 5.72737, 5.72784]","[3853, 3853, 3853]","[0.349054466371701, 0.3460029315871949, 0.3042439359211787]","[50.6705139, 50.6705139, 50.6705139]","[5.7278607, 5.7278607, 5.7278607]",Wallonia
3552,3,"[0.5460367919320236, 0.2641164612792865, 0.3050816777651251]",50.55050505050505,3.878787878787879,"[8501, 13614, 14178]","[50.54728, 50.55287, 50.55137]","[3.87296, 3.87844, 3.87469]","[4726, 4726, 4726]","[1.5715859103857426, 0.8837651684670184, 1.196785839051769]","[50.556964, 50.556964, 50.556964]","[3.8891624, 3.8891624, 3.8891624]",Wallonia
6879,3,"[0.7667071500261562, 0.8830647838338019, 0.5364932374660452]",51.0959595959596,5.17878787878788,"[19976, 20197, 20916]","[51.10285, 51.10261, 51.10078]","[5.17838, 5.1857, 5.17846]","[5717, 5717, 5717]","[0.7885327156797618, 1.10831793235655, 0.5993711572539477]","[51.0966039, 51.0966039, 51.0966039]","[5.173032900000001, 5.173032900000001, 5.173032900000001]",Flanders
8317,3,"[1.3914975581944262, 1.276883192988117, 1.199637611929839]",49.843434343434346,5.7696969696969695,"[22800, 22908, 22981]","[49.84773, 49.84779, 49.84621]","[5.75147, 5.75322, 5.75353]","[3040, 3040, 3040]","[2.076393064369577, 2.179170884408508, 2.096270067594673]","[49.8359383, 49.8359383, 49.8359383]","[5.7290178, 5.7290178, 5.7290178]",Redange
6852,3,"[0.4034965418412167, 0.5713876968599575, 0.5426221396303279]",50.55050505050505,5.17878787878788,"[14653, 14974, 23816]","[50.55356, 50.55091, 50.55099]","[5.18187, 5.18685, 5.18643]","[2925, 2925, 2925]","[0.6360670704327153, 0.6217840277689467, 0.6244584088117153]","[50.5561572, 50.5561572, 50.5561572]","[5.189892, 5.189892, 5.189892]",Wallonia
