potential_aed_id,arrest_count,distance_to_potential_aed,potential_aed_lat,potential_aed_lon,intervention_id,intervention_lat,intervention_lon,existing_aed_id,distance_to_existing_aed,existing_aed_lat,existing_aed_lon,Province
6761,6,"[0.9260744377682346, 1.1562358641196002, 0.961034085109844, 0.7558933190633745, 1.365786744659875, 0.9619554805182448]",50.73232323232323,5.13939393939394,"[19999, 20811, 21266, 21411, 21830, 21841]","[50.74061, 50.73729, 50.74014, 50.72592, 50.7407, 50.74095]","[5.13808, 5.12496, 5.14522, 5.143, 5.1252, 5.13837]","[11404, 11404, 11404, 11414, 11404, 11404]","[3.738773090663969, 3.0668421431215087, 4.230941562347805, 4.192112699697827, 2.8978646259805436, 3.7454134464911863]","[50.7519846, 50.7519846, 50.7519846, 50.6971911, 50.7519846, 50.7519846]","[5.0880746, 5.0880746, 5.0880746, 5.1044469, 5.0880746, 5.0880746]",Flanders
6681,6,"[0.7272414367199551, 0.8431727979975185, 0.774646233639153, 0.8577297661355073, 1.0459510728337218, 0.7020260990289138]",51.13636363636363,5.1,"[940, 1640, 4121, 4478, 5768, 6168]","[51.13224, 51.12927, 51.1296, 51.13101, 51.13076, 51.13261]","[5.09191, 5.09573, 5.09734, 5.09115, 5.11204, 5.09191]","[10916, 10979, 10979, 10916, 11235, 10916]","[1.009610268332857, 1.242234588479072, 1.3603971812294122, 0.9684453158313148, 2.0979455012705, 1.0098336685090683]","[51.1323748, 51.1260374, 51.1260374, 51.1323748, 51.1489945, 51.1323748]","[5.0774426, 5.0786905, 5.0786905, 5.0774426, 5.1197626, 5.0774426]",Flanders
6656,6,"[1.4820770652955837, 0.8008260607111596, 0.9923216545098592, 1.108122493397057, 1.180471259890676, 0.934189425565865]",50.631313131313135,5.1,"[15031, 15256, 15422, 16076, 16148, 17004]","[50.63774, 50.63112, 50.63074, 50.62356, 50.63084, 50.62311]","[5.08159, 5.08865, 5.11404, 5.09013, 5.08328, 5.10286]","[2267, 2267, 1297, 1297, 2267, 1297]","[2.634559703228255, 3.5218673621310113, 2.1474901522767627, 3.398974761817172, 3.3688643082912533, 2.506746253475114]","[50.6581802, 50.6581802, 50.6185561, 50.6185561, 50.6581802, 50.6185561]","[5.0626937, 5.0626937, 5.1376602, 5.1376602, 5.0626937, 5.1376602]",Wallonia
5241,6,"[0.7194909754920784, 0.752087208700151, 0.7017723600128452, 1.1555824751068977, 0.7379411936794196, 0.5946361352803832]",50.32828282828283,4.548484848484849,"[9632, 10266, 10848, 11204, 13548, 13705]","[50.32691, 50.3244, 50.32408, 50.33141, 50.32751, 50.3257]","[4.53858, 4.53981, 4.54111, 4.56401, 4.53816, 4.54115]","[7835, 7835, 7835, 7835, 7835, 7835]","[1.249356538026788, 0.9569203482886453, 0.8983271020275405, 2.2132788707888382, 1.3219910992111843, 1.074242936064156]","[50.3162, 50.3162, 50.3162, 50.3162, 50.3162, 50.3162]","[4.5439, 4.5439, 4.5439, 4.5439, 4.5439, 4.5439]",Wallonia
5255,6,"[0.5027446389281222, 0.4742736277697844, 0.7342542999662336, 1.0934260291874285, 0.7365904674714142, 0.1431225560539205]",50.611111111111114,4.548484848484849,"[7013, 7079, 8018, 11539, 23790, 25609]","[50.61111, 50.60917, 50.6112, 50.60685, 50.60458, 50.61011]","[4.54136, 4.5425, 4.53808, 4.53452, 4.54674, 4.54721]","[11744, 11744, 11744, 11744, 11744, 11744]","[0.7443637061802018, 0.7422857587044165, 0.9711233215603952, 1.3607628861701442, 0.9367439190792352, 0.4066012668505033]","[50.6123905, 50.6123905, 50.6123905, 50.6123905, 50.6123905, 50.6123905]","[4.5517144, 4.5517144, 4.5517144, 4.5517144, 4.5517144, 4.5517144]",Wallonia
6552,6,"[0.2718804459441989, 0.2343757049134414, 0.6110296564489178, 0.2142843766020699, 1.0532086461988428, 0.7755151123554715]",50.55050505050505,5.0606060606060606,"[15184, 15229, 17553, 19050, 25776, 25787]","[50.55018, 50.54847, 50.55595, 50.55085, 50.55136, 50.55529]","[5.06442, 5.06147, 5.05944, 5.06359, 5.04576, 5.05262]","[5228, 5228, 5228, 5228, 4916, 4916]","[1.988753915038217, 2.227435331951939, 2.349258508284402, 2.038042230216812, 2.373139710394789, 2.789275775330024]","[50.5526795, 50.5526795, 50.5526795, 50.5526795, 50.5565802, 50.5565802]","[5.0922925, 5.0922925, 5.0922925, 5.0922925, 5.0131892, 5.0131892]",Wallonia
5077,6,"[0.2390136029357518, 0.2550710490516364, 0.568357702140075, 0.2869219268327236, 0.5073990486803052, 0.6190119474306971]",51.05555555555556,4.46969696969697,"[658, 755, 1104, 1861, 2564, 4528]","[51.05681, 51.0569, 51.06005, 51.05793, 51.05924, 51.06083]","[4.46692, 4.46674, 4.47357, 4.46809, 4.47398, 4.47253]","[925, 925, 126, 10772, 126, 126]","[0.5335453390606772, 0.5266641833863335, 0.8691299945243617, 0.6571330408138171, 0.7788864597720329, 0.9817456156512334]","[51.0547538, 51.0547538, 51.053569, 51.0579403, 51.053569, 51.053569]","[4.4600227, 4.4600227, 4.4805214, 4.4586876, 4.4805214, 4.4805214]",Flanders
7410,6,"[0.7126432097248385, 0.8396490009463135, 1.1666752717298343, 0.8895018326670797, 0.8159962409897785, 0.7723341363708873]",49.7020202020202,5.415151515151516,"[15581, 22579, 22725, 22903, 23032, 23150]","[49.696, 49.70516, 49.6946, 49.70203, 49.69497, 49.69678]","[5.41855, 5.42577, 5.42662, 5.42752, 5.4183, 5.4222]","[3388, 3388, 3388, 3388, 3388, 3388]","[1.3260941931982415, 2.3751956392483673, 1.795440138648626, 2.2379658990426847, 1.2545963737141506, 1.596819613022463]","[49.6898294, 49.6898294, 49.6898294, 49.6898294, 49.6898294, 49.6898294]","[5.4027738, 5.4027738, 5.4027738, 5.4027738, 5.4027738, 5.4027738]",Wallonia
3246,6,"[0.714746092910008, 0.7272748237117803, 0.8138902678965927, 0.3853577609530342, 0.4834246703954818, 0.8632343160790669]",50.42929292929293,3.7606060606060607,"[10357, 11237, 12029, 12816, 13453, 14305]","[50.42966, 50.43049, 50.43057, 50.42946, 50.42996, 50.4364]","[3.77068, 3.7707, 3.77192, 3.76604, 3.76735, 3.76551]","[3237, 3237, 3237, 3237, 3237, 3237]","[1.4590443802490862, 1.4262072226606988, 1.341476955502686, 1.7755619907327786, 1.670121848862377, 1.7350024227437848]","[50.4345024, 50.4345024, 50.4345024, 50.4345024, 50.4345024, 50.4345024]","[3.7898251, 3.7898251, 3.7898251, 3.7898251, 3.7898251, 3.7898251]",Wallonia
3344,6,"[0.1798779400514288, 0.52427826104174, 0.4568806678856308, 0.5762549218097999, 0.5482905861424061, 0.5825310848094521]",50.388888888888886,3.8,"[8682, 9581, 9709, 10995, 11139, 13288]","[50.38766, 50.39109, 50.39102, 50.39235, 50.38947, 50.39229]","[3.80165, 3.79346, 3.79449, 3.79395, 3.79232, 3.79375]","[2161, 2161, 2161, 2161, 2161, 2902]","[0.2082795123813547, 0.5474279224760598, 0.4763314772965561, 0.5797286895014175, 0.5966042858780581, 0.5831779663024209]","[50.38944, 50.38944, 50.38944, 50.38944, 50.38944, 50.395962]","[3.8007353, 3.8007353, 3.8007353, 3.8007353, 3.8007353, 3.787876]",Wallonia
3751,6,"[0.68163072163189, 0.7039596328777582, 0.9120243053129196, 1.3154228055157635, 0.6557859095804639, 1.3816855074215526]",50.53030303030303,3.957575757575758,"[8714, 10042, 12209, 13069, 13261, 14260]","[50.53541, 50.53533, 50.53447, 50.53056, 50.52802, 50.53365]","[3.96291, 3.96363, 3.96869, 3.93897, 3.96613, 3.93875]","[2392, 2392, 2392, 2392, 2392, 2392]","[1.8736936129989228, 1.8880582112730289, 1.997193532055863, 1.4588491477907135, 1.348495547779898, 1.7514860312342753]","[50.5201756, 50.5201756, 50.5201756, 50.5201756, 50.5201756, 50.5201756]","[3.9515825, 3.9515825, 3.9515825, 3.9515825, 3.9515825, 3.9515825]",Wallonia
3250,6,"[1.0790038836964893, 0.5366742725751159, 0.2148376257148372, 0.1623294946945648, 0.852226029710123, 0.6510126213501919]",50.51010101010101,3.7606060606060607,"[12542, 12893, 13159, 13522, 13619, 18591]","[50.5005, 50.50834, 50.51184, 50.50938, 50.50676, 50.50825]","[3.76282, 3.75354, 3.76193, 3.75861, 3.74976, 3.76934]","[2652, 4844, 2652, 2652, 4844, 2652]","[2.1760384177097083, 2.399910299853078, 2.174578334799981, 2.3585860088568347, 2.1388242696318653, 1.5913681758001377]","[50.5071222, 50.5082258, 50.5071222, 50.5071222, 50.5082258, 50.5071222]","[3.7917733, 3.7196033, 3.7917733, 3.7917733, 3.7196033, 3.7917733]",Wallonia
2453,6,"[0.237639059832876, 0.2849855511754117, 0.1521238242511318, 0.418095350869492, 0.0338619013792314, 0.1639402765412517]",50.57070707070707,3.4454545454545453,"[9188, 9502, 10282, 10678, 13004, 13255]","[50.56864, 50.56835, 50.57138, 50.5678, 50.57041, 50.57165]","[3.4446, 3.44387, 3.44733, 3.4417, 3.44556, 3.44367]","[956, 956, 956, 9633, 956, 9574]","[0.300195633981059, 0.343072988929377, 0.4041541111259966, 0.4320323728881204, 0.3596298561161449, 0.504657568986248]","[50.5678452, 50.5678452, 50.5678452, 50.5639866, 50.5678452, 50.5754043]","[3.4486621, 3.4486621, 3.4486621, 3.4428718, 3.4486621, 3.4396546]",Wallonia
3750,6,"[0.8199322409334736, 0.916545638655252, 0.8020703866221465, 0.5836661005480543, 0.5502042210151122, 0.8304747477281567]",50.51010101010101,3.957575757575758,"[8462, 9019, 10065, 11572, 11707, 13486]","[50.50541, 50.50216, 50.50547, 50.50875, 50.51057, 50.50524]","[3.94863, 3.96105, 3.94888, 3.9496, 3.94983, 3.94866]","[2391, 8281, 2391, 2391, 2391, 2391]","[1.203320688809552, 1.1330203331938231, 1.1906652298100129, 0.8361399713434651, 0.6526220365258432, 1.2201318859076429]","[50.5154643, 50.5080291, 50.5154643, 50.5154643, 50.5154643, 50.5154643]","[3.954924, 3.9741464, 3.954924, 3.954924, 3.954924, 3.954924]",Wallonia
8655,6,"[0.5195626319285833, 0.6192345031467587, 0.4417323275800092, 0.5178042992232392, 0.7623957090322097, 0.4207040141450151]",50.611111111111114,5.887878787878789,"[16142, 17146, 17858, 18929, 19058, 25185]","[50.61419, 50.61517, 50.61346, 50.6148, 50.61413, 50.61432]","[5.88234, 5.88187, 5.88283, 5.8834, 5.89758, 5.88472]","[5330, 5330, 5330, 5330, 5330, 5330]","[0.5767619783992727, 0.6784653891872221, 0.4967888555019424, 0.5786805184929259, 0.7677611852399664, 0.4826650819335351]","[50.6105954, 50.6105954, 50.6105954, 50.6105954, 50.6105954, 50.6105954]","[5.8882329, 5.8882329, 5.8882329, 5.8882329, 5.8882329, 5.8882329]",Wallonia
3543,6,"[0.3264555192706548, 1.1294682717515498, 0.3043371776446454, 1.0878744850643272, 0.293080645815599, 1.0882963186535783]",50.36868686868687,3.878787878787879,"[8410, 9376, 10040, 11323, 12713, 13550]","[50.36582, 50.3591, 50.36707, 50.36082, 50.36626, 50.36082]","[3.87978, 3.88405, 3.88225, 3.86967, 3.8804, 3.86966]","[10548, 10548, 10548, 10548, 10548, 10548]","[0.5229986881618299, 1.2702381766059103, 0.3748770189674472, 1.3537935722277727, 0.4664926935511146, 1.3542312674524155]","[50.370402, 50.370402, 50.370402, 50.370402, 50.370402, 50.370402]","[3.8814448, 3.8814448, 3.8814448, 3.8814448, 3.8814448, 3.8814448]",Wallonia
6680,5,"[0.407721149780374, 0.108488592321046, 0.3918679067198505, 0.2732848992873428, 0.1508133867039714]",51.11616161616162,5.1,"[4175, 4771, 6422, 20987, 21623]","[51.11609, 51.11599, 51.11875, 51.11459, 51.11659]","[5.09416, 5.09847, 5.10381, 5.10301, 5.10205]","[12085, 12085, 12085, 12085, 12085]","[0.6979634547973366, 0.5648346905165136, 0.900958507530758, 0.4499913934319109, 0.6370258889390604]","[51.1110045, 51.1110045, 51.1110045, 51.1110045, 51.1110045]","[5.1000209, 5.1000209, 5.1000209, 5.1000209, 5.1000209]",Flanders
5287,5,"[0.3121017455136344, 0.8893649981782508, 0.3483213874701381, 0.3125848629860411, 0.8173574663223782]",51.25757575757576,4.548484848484849,"[533, 2599, 2827, 6039, 6205]","[51.2548, 51.25581, 51.26014, 51.25982, 51.25749]","[4.54915, 4.53602, 4.55136, 4.55119, 4.53674]","[2860, 6258, 484, 484, 6258]","[0.7777625404236961, 1.2168554647207002, 0.3570428734085829, 0.392081191519667, 1.089077893391856]","[51.257719, 51.2652754, 51.2633449, 51.2633449, 51.2652754]","[4.5593066, 4.5272433, 4.5510448, 4.5510448, 4.5272433]",Flanders
4557,5,"[1.477891606632482, 1.0602426222054622, 1.3555521422724472, 1.1328643593849463, 0.3544759158809979]",50.65151515151515,4.272727272727273,"[7043, 7476, 8084, 8166, 8200]","[50.64605, 50.64795, 50.64638, 50.64762, 50.65334]","[4.25362, 4.25878, 4.25529, 4.25788, 4.27685]","[2617, 2617, 2617, 2617, 5540]","[1.6407738886098682, 1.9139897060614437, 1.7343333326150825, 1.8623428655159675, 1.1538656639292435]","[50.6522225, 50.6522225, 50.6522225, 50.6522225, 50.6596713]","[4.2324822, 4.2324822, 4.2324822, 4.2324822, 4.2898186]",Wallonia
7142,5,"[1.4728147004571177, 0.9759869850913108, 0.8012470732257714, 1.169523663904163, 1.365427184564288]",50.34848484848485,5.296969696969697,"[22650, 22960, 23030, 24343, 24783]","[50.35379, 50.35292, 50.35364, 50.35128, 50.35544]","[5.31599, 5.30884, 5.30486, 5.31286, 5.31283]","[1984, 1984, 1984, 1984, 1984]","[1.7228834482437914, 2.113244649817254, 2.2629258976704705, 2.0781697720961865, 1.7152835285258343]","[50.3667886, 50.3667886, 50.3667886, 50.3667886, 50.3667886]","[5.3292081, 5.3292081, 5.3292081, 5.3292081, 5.3292081]",Wallonia
5294,5,"[1.0952644176520605, 1.3166741682292809, 1.3814578363079124, 1.3643086204776955, 1.51570702434104]",51.398989898989896,4.548484848484849,"[1178, 2150, 2798, 21776, 21912]","[51.39519, 51.39253, 51.38889, 51.39297, 51.39138]","[4.56305, 4.56439, 4.53689, 4.56562, 4.56661]","[4189, 4189, 4189, 4189, 8679]","[1.1620988131457022, 1.4369890443791635, 1.7506972250687844, 1.4608795956376608, 1.5563584135737567]","[51.402135, 51.402135, 51.402135, 51.402135, 51.3797144]","[4.5505325, 4.5505325, 4.5505325, 4.5505325, 4.5790033]",Flanders
7082,5,"[0.7326375964057192, 0.6325690117790254, 0.8337682515250774, 0.6913633937019698, 0.99077210730507]",51.156565656565654,5.257575757575758,"[2332, 2676, 6665, 20812, 21053]","[51.16217, 51.15221, 51.15352, 51.1535, 51.16496]","[5.2631, 5.26341, 5.2685, 5.2662, 5.26234]","[9203, 9203, 9203, 9203, 9203]","[1.7581527636190517, 2.556420438635722, 2.25015315653903, 2.331178970066688, 1.644055780303986]","[51.1714205, 51.1714205, 51.1714205, 51.1714205, 51.1714205]","[5.2835496, 5.2835496, 5.2835496, 5.2835496, 5.2835496]",Flanders
5348,5,"[0.1472950387586552, 0.7757034541356289, 0.7612032110767463, 0.1547955712792207, 0.758990447677663]",50.46969696969697,4.587878787878788,"[10987, 11613, 25006, 25159, 25770]","[50.47021, 50.46696, 50.46608, 50.46837, 50.46617]","[4.58596, 4.59796, 4.59701, 4.58854, 4.59706]","[8401, 1742, 1742, 4580, 1742]","[0.3108974980675049, 0.9223020110181332, 0.8335857084981773, 0.3499716650310191, 0.8390526387327119]","[50.47273999999999, 50.4646218, 50.4646218, 50.4662623, 50.4646218]","[4.587829999999999, 4.5854579, 4.5854579, 4.5848678, 4.5854579]",Wallonia
5359,5,"[0.4189675120605569, 0.3781704442593707, 0.3388949087014243, 0.7463139344944458, 0.2537473179399499]",50.69191919191919,4.587878787878788,"[7137, 7471, 17725, 24737, 25691]","[50.6885, 50.69399, 50.69448, 50.68857, 50.68964]","[4.58538, 4.58362, 4.58527, 4.59706, 4.5877]","[1918, 1918, 1918, 364, 1918]","[0.5025566490784008, 0.5238522297040956, 0.6422709182164442, 1.1327245585661052, 0.626564170189201]","[50.6903606, 50.6903606, 50.6903606, 50.6791228, 50.6903606]","[4.5788785, 4.5788785, 4.5788785, 4.5910455, 4.5788785]",Wallonia
1860,5,"[0.047723013989589, 0.8500316404823078, 0.2357370169632352, 0.8699347308870149, 0.2474935105959161]",50.71212121212121,3.209090909090909,"[10907, 11761, 11766, 13072, 13277]","[50.71255, 50.71194, 50.7136, 50.71263, 50.71368]","[3.20912, 3.22116, 3.21149, 3.22142, 3.2116]","[2818, 2818, 2818, 2818, 2818]","[1.397372203436377, 1.58642210324828, 1.266144265268501, 1.5244574852668331, 1.2570451488568952]","[50.7249817, 50.7249817, 50.7249817, 50.7249817, 50.7249817]","[3.2120234, 3.2120234, 3.2120234, 3.2120234, 3.2120234]",Wallonia
8072,5,"[0.7411965904429595, 0.8261130265779228, 1.3422718665697029, 1.469429590299471, 1.405634697743401]",50.95454545454545,5.651515151515152,"[20183, 20654, 21629, 22370, 22500]","[50.95392, 50.95333, 50.9465, 50.94506, 50.9457]","[5.66205, 5.66315, 5.6658, 5.66612, 5.665850000000001]","[624, 624, 624, 624, 624]","[1.4506074966947953, 1.4352618500832193, 1.9399370535291272, 2.0752033489462156, 2.0184158773288146]","[50.9621084, 50.9621084, 50.9621084, 50.9621084, 50.9621084]","[5.678173, 5.678173, 5.678173, 5.678173, 5.678173]",Flanders
5382,5,"[0.274397174819373, 0.0849588549799748, 0.5904556566731389, 0.8471706945909196, 0.7946923948106338]",51.156565656565654,4.587878787878788,"[893, 1124, 3085, 3172, 5446]","[51.15477, 51.15589, 51.15741, 51.1534, 51.16371]","[4.58518, 4.58731, 4.57952, 4.57683, 4.58818]","[10058, 10058, 10058, 3757, 10058]","[1.2333572433334987, 1.0433530559325237, 1.5015019251773138, 1.2889475688808376, 0.9472973309322666]","[51.1602266, 51.1602266, 51.1602266, 51.1525545, 51.1602266]","[4.6005772, 4.6005772, 4.6005772, 4.5583987, 4.6005772]",Flanders
6684,5,"[0.7027694672782311, 0.63301650190796, 0.1568142552942004, 0.4084984719443717, 0.7552133662434527]",51.196969696969695,5.1,"[558, 1777, 2848, 3142, 4244]","[51.19066, 51.19154, 51.19694, 51.19795, 51.19026]","[5.10058, 5.09727, 5.10225, 5.09435, 5.09832]","[5978, 5978, 4077, 4077, 5978]","[0.8234455622108641, 1.0680915849520038, 0.5744423162204818, 0.697149137308062, 0.9311601397602304]","[51.1861793, 51.1861793, 51.2021, 51.2021, 51.1861793]","[5.1099872, 5.1099872, 5.10185, 5.10185, 5.1099872]",Flanders
6582,5,"[0.4344611668851236, 0.7669959288987461, 0.0922007572316364, 1.2792765905864687, 0.0963015126510371]",51.156565656565654,5.0606060606060606,"[1608, 1986, 3827, 5348, 6273]","[51.16025, 51.16322, 51.15615, 51.16336, 51.15609]","[5.06268, 5.05771, 5.06175, 5.07541, 5.06176]","[10499, 10499, 10499, 13079, 10499]","[1.5938622715671011, 1.1503175803803694, 1.783191012661672, 2.138562760663777, 1.7879646229857]","[51.1663108, 51.1663108, 51.1663108, 51.1811245, 51.1663108]","[5.0419664, 5.0419664, 5.0419664, 5.0871644, 5.0419664]",Flanders
6655,5,"[0.2016313387771759, 0.9377581398150856, 0.469272367459606, 1.466672356639525, 0.2016313387772548]",50.611111111111114,5.1,"[15244, 15438, 18217, 19070, 19226]","[50.6124, 50.61319, 50.61533, 50.62063, 50.6124]","[5.09799, 5.11288, 5.10017, 5.11439, 5.097989999999999]","[1297, 1297, 1297, 1297, 1297]","[2.8814448701590987, 1.847381498718958, 2.669275640826892, 1.6578166557731029, 2.881444870159208]","[50.6185561, 50.6185561, 50.6185561, 50.6185561, 50.6185561]","[5.1376602, 5.1376602, 5.1376602, 5.1376602, 5.1376602]",Wallonia
2554,5,"[0.6388081130462061, 0.9610672801320662, 0.1482928853621953, 0.1325703967541667, 0.3935351499684843]",50.59090909090909,3.484848484848485,"[9026, 10073, 11252, 12536, 13266]","[50.58678, 50.58669, 50.59148, 50.59136, 50.5884]","[3.49114, 3.49673, 3.48295, 3.48311, 3.48878]","[969, 969, 969, 969, 969]","[1.128765899583066, 1.3604861808001376, 0.4905043693290032, 0.5022625082288573, 0.8954992515805409]","[50.5958457, 50.5958457, 50.5958457, 50.5958457, 50.5958457]","[3.4839456, 3.4839456, 3.4839456, 3.4839456, 3.4839456]",Wallonia
6929,5,"[0.5913659174848541, 0.2862833832100769, 0.3181900757538244, 0.1748004893688015, 1.4148227599199454]",50.08585858585859,5.218181818181819,"[22623, 22703, 23168, 23195, 26006]","[50.08384, 50.08393, 50.08359, 50.08429, 50.09491]","[5.22585, 5.22084, 5.2209, 5.21802, 5.23212]","[7020, 7020, 7020, 7020, 7020]","[0.6768906302201071, 0.3322217813149238, 0.3250023884934287, 0.1916361555985685, 1.742095894545418]","[50.0828768, 50.0828768, 50.0828768, 50.0828768, 50.0828768]","[5.2164827, 5.2164827, 5.2164827, 5.2164827, 5.2164827]",Wallonia
6580,5,"[1.2978607095374688, 0.7377952387462277, 0.7117895463671983, 0.792966289525718, 0.8131061310191678]",51.11616161616162,5.0606060606060606,"[425, 719, 5094, 5499, 21893]","[51.12194, 51.12113, 51.12107, 51.12139, 51.12109]","[5.04445, 5.0536, 5.05406, 5.05288, 5.052]","[6146, 6146, 6146, 6146, 6146]","[1.3682443584306074, 0.7813857235429758, 0.7553400444919212, 0.8161413188196807, 0.8855681846598669]","[51.1240923, 51.1240923, 51.1240923, 51.1240923, 51.1240923]","[5.0637525, 5.0637525, 5.0637525, 5.0637525, 5.0637525]",Flanders
8482,5,"[0.3740100174202905, 0.3058439298457658, 0.2517506674618453, 0.4394828012994322, 0.4288951189300261]",51.156565656565654,5.8090909090909095,"[19664, 20177, 20377, 20508, 22344]","[51.15453, 51.1578, 51.15674, 51.15276, 51.15271]","[5.81336, 5.81301, 5.81269, 5.80739, 5.80892]","[4441, 4441, 4441, 4441, 4441]","[0.535261320597172, 0.8858744492124921, 0.7806410529048755, 0.7001635738961501, 0.6020708420145209]","[51.1501435, 51.1501435, 51.1501435, 51.1501435, 51.1501435]","[5.8165207, 5.8165207, 5.8165207, 5.8165207, 5.8165207]",Flanders
5682,5,"[1.1049328471757245, 0.8714373281169896, 1.1948321186899475, 1.2097396768699251, 1.2125378689005462]",51.156565656565654,4.706060606060606,"[1299, 3656, 4393, 4724, 6155]","[51.1665, 51.1641, 51.16384, 51.16285, 51.16406]","[4.70642, 4.7095, 4.69345, 4.6919, 4.69343]","[12086, 12086, 12086, 401, 12086]","[1.56200333905461, 1.366630094407802, 1.377208147831533, 1.3330963856274995, 1.399828908185189]","[51.1527133, 51.1527133, 51.1527133, 51.1614214, 51.1527133]","[4.7021245, 4.7021245, 4.7021245, 4.6729189, 4.7021245]",Flanders
5655,5,"[0.9695416849678424, 0.8952206727535637, 1.5798623242323837, 0.987457724916517, 1.3290341210534091]",50.611111111111114,4.706060606060606,"[7708, 7759, 18616, 24300, 24922]","[50.61044, 50.60914, 50.61797, 50.6146, 50.6175]","[4.71976, 4.69376, 4.72567, 4.71893, 4.72198]","[1836, 1835, 1836, 1836, 1836]","[1.8096273353691708, 0.9824294917646864, 1.64466178395246, 1.430529871722487, 1.4268187593847403]","[50.6232168, 50.6179388, 50.6232168, 50.6232168, 50.6232168]","[4.7038734, 4.6950226, 4.7038734, 4.7038734, 4.7038734]",Wallonia
7225,5,"[0.7515655168010066, 1.3656975481345657, 0.0934582993768095, 0.8445689355495426, 0.4740430334729608]",50.005050505050505,5.336363636363637,"[22589, 22665, 22894, 23494, 23719]","[50.00556, 50.01059, 50.00589, 50.00594, 50.00379]","[5.34685, 5.35342, 5.3363, 5.3481, 5.3427]","[6774, 6774, 6774, 6774, 6774]","[2.9188035103434062, 2.188599564351753, 3.4335545554567863, 2.8288890015366097, 3.2626629913200493]","[50.025494, 50.025494, 50.025494, 50.025494, 50.025494]","[5.3734277, 5.3734277, 5.3734277, 5.3734277, 5.3734277]",Wallonia
7760,5,"[0.7536339860279082, 0.4113171959911309, 0.1908554905668929, 0.3057587229035556, 0.9999172023816888]",50.71212121212121,5.533333333333333,"[14511, 15182, 16522, 16656, 18515]","[50.71215, 50.71575, 50.71377, 50.7123, 50.71585]","[5.52263, 5.5322, 5.53258, 5.529, 5.52041]","[2100, 2100, 2100, 2100, 3767]","[1.0743156076329534, 0.6507092232971877, 0.4727623606049835, 0.6337235525578756, 1.1802604218377517]","[50.7110928, 50.7110928, 50.7110928, 50.7110928, 50.726031]","[5.5377961, 5.5377961, 5.5377961, 5.5377961, 5.5251516]",Wallonia
7754,5,"[0.2754821533027641, 0.274525109970841, 0.0555081383828313, 0.054988463232266, 0.1366490313076037]",50.59090909090909,5.533333333333333,"[14490, 15367, 16624, 17022, 19035]","[50.58873, 50.58973, 50.59102, 50.59105, 50.59176]","[5.53519, 5.53675, 5.5341, 5.53408, 5.53473]","[3956, 3956, 3956, 3956, 3956]","[0.4588836973345449, 0.314861354592402, 0.3191908196590532, 0.318783375237235, 0.244811998294995]","[50.5924431, 50.5924431, 50.5924431, 50.5924431, 50.5924431]","[5.5380269, 5.5380269, 5.5380269, 5.5380269, 5.5380269]",Wallonia
6482,5,"[0.8470834554052463, 0.6123508487666545, 0.8504632846507005, 0.9811461605864008, 0.9587437563847806]",51.156565656565654,5.0212121212121215,"[521, 599, 1907, 3176, 5720]","[51.15986, 51.15767, 51.16372, 51.1617, 51.16349]","[5.01026, 5.01261, 5.0169, 5.00977, 5.01302]","[5993, 5993, 7005, 5993, 7005]","[1.1376827883472034, 1.3108308672366618, 1.6409437875887614, 1.1351847060653235, 1.369652278922896]","[51.1592239, 51.1592239, 51.1631184, 51.1592239, 51.1631184]","[4.9939775, 4.9939775, 4.9933869, 4.9939775, 4.9933869]",Flanders
5560,5,"[0.7416053859922654, 1.3410768598032374, 0.6157204405525514, 0.6542766360799203, 1.6555687639796957]",50.71212121212121,4.666666666666667,"[7256, 7519, 7628, 7757, 7935]","[50.71847, 50.70481, 50.71475, 50.71502, 50.70224]","[4.66344, 4.65152, 4.65897, 4.65858, 4.64908]","[4703, 4703, 4703, 4703, 4316]","[1.1514354744417123, 2.248305830311937, 1.4068823621520594, 1.4336614696229038, 2.4512787981460944]","[50.7151687, 50.7151687, 50.7151687, 50.7151687, 50.6964134]","[4.6789414, 4.6789414, 4.6789414, 4.6789414, 4.6155131]",Wallonia
5529,5,"[0.7258841590850917, 0.8077410468315446, 0.7310890224230543, 0.723521161578716, 0.8052370876376042]",50.08585858585859,4.666666666666667,"[24132, 24500, 24881, 25104, 26093]","[50.09169, 50.09254, 50.0919, 50.09163, 50.09251]","[4.67124, 4.67111, 4.67071, 4.67135, 4.67113]","[5301, 5301, 5301, 5301, 5301]","[3.23732457295816, 3.152058056360284, 3.197772786222463, 3.2471068687870717, 3.155642073463657]","[50.1165492, 50.1165492, 50.1165492, 50.1165492, 50.1165492]","[4.6476134, 4.6476134, 4.6476134, 4.6476134, 4.6476134]",Wallonia
7177,5,"[0.4481131741490812, 0.8610757373595174, 1.050697203918323, 1.2152490756667111, 0.3621247263309705]",51.05555555555556,5.296969696969697,"[20039, 20333, 20455, 22223, 22276]","[51.0573, 51.06302, 51.0607, 51.065, 51.05694]","[5.29119, 5.29369, 5.30958, 5.30572, 5.29228]","[5010, 5010, 8229, 5010, 5010]","[0.9777675401596602, 1.3039816160930693, 1.7908729964247063, 2.1590860712359015, 1.055647164678671]","[51.0575272, 51.0575272, 51.0449364, 51.0575272, 51.0575272]","[5.2772047, 5.2772047, 5.3148328, 5.2772047, 5.2772047]",Flanders
