index,distance
9988,0.26002493604498944
7013,0.2740834599135142
13691,0.36911429654268413
3178,0.4030806315582387
1218,0.7952779375724353
8693,0.3628483183695657
9881,1.3041120037758374
7005,0.3091615340159096
11874,0.3216295566107342
5599,0.03720792610322603
627,0.5875052569174084
10163,1.4840636548602035
13396,0.14144074314194896
13372,0.0038176652021250828
12087,0.9203223338159865
1612,0.21755402916143307
7863,0.3307923088802413
7867,0.09335462236413117
11826,0.1686829520650177
12022,0.3818257233931237
664,0.16361712151991778
7365,0.4472593953836026
4148,0.2844878807203601
5997,0.5554322760620104
11842,0.14203957155092412
1957,0.15286196143813127
10112,0.3933267100481548
10772,0.568263328520772
433,1.1729837174768185
13790,0.5093162675961534
5077,0.08446086024285526
2693,0.6577889960064526
10624,1.941645510946878
7578,0.407953631328747
7005,0.35804180149216364
8813,0.6558078126732089
11897,0.18294185164964616
5465,0.5623627801171096
13120,0.3162194910139181
7429,0.27192527360671714
13353,0.3541166126745644
11091,0.1605310107824514
13051,0.3121062203610415
13708,0.32949076634998264
9433,0.41000161433076826
7687,0.07554452830703909
13419,0.21139845008857017
9988,0.21817218122857526
8665,0.18049877743877898
12453,0.6017554031329504
13429,0.27800576539086114
7539,0.3337598750412366
5945,0.11227585864480144
942,0.16024037293361842
1218,0.758770901410886
8390,1.6513078506180539
11863,0.1319360189957313
1798,0.20117321730876203
12582,0.6058664232805916
1119,0.18474298351001114
2883,0.07658685359308691
9907,0.018935983622188315
5984,0.773013023464371
13760,0.06382109787483049
13395,0.358163236445953
7210,0.11741253076762381
9900,0.8721734936951778
7872,1.26173946407703
9015,0.184514658028995
7144,0.08591078114333797
942,0.13174269809266334
11891,0.04659897372884639
13704,0.029596374488029455
6517,0.1358672879129675
6288,0.34143298442025916
8744,0.1286723495683948
4913,0.12042811847556846
324,0.14972845766212597
13418,0.41680375544038567
4149,0.08272740400242591
5975,0.0570656732013933
146,0.7829343142076093
5929,0.18588660245074093
570,0.019703794333474918
10499,0.9822007769059982
2472,0.26766120738918314
13080,0.0086583174573556
952,0.12080633665718175
13440,1.1141634224859591
11983,0.2886799727163606
6121,0.21894176910629065
8243,0.5591280337843537
13401,0.32866914208398973
3936,0.2890702065199868
9212,0.21190227017752897
13120,0.41449631991059305
11994,1.0046899129390015
5626,1.552976730739065
2659,0.007483590935918359
9212,0.3636446305795948
11331,0.4494020485874993
10074,0.5180006116352491
13395,0.22313469274739514
1082,0.24750712981320652
1189,0.3892462033780265
10957,0.1557363442320301
11456,1.578729288289031
12027,0.9600253657627386
7328,1.301537203776364
522,0.23824764292302467
522,0.5904872898892553
2308,0.8386821421404643
8375,0.35024511085391885
10074,2.1823869127152387
13399,0.17336286935938772
8242,0.4676211349710772
13395,0.33684998907227365
11897,0.34062590330352754
11891,0.38390778424140143
10906,0.4511063239666675
6258,0.6517162226870098
11862,0.15492638975732753
13403,0.3884184401861686
12967,0.3443251263070026
11874,0.24011891139412822
12882,0.26345975390340287
7210,0.19687089897636154
292,0.2257173237660637
9046,0.002539706790970409
13710,0.20887288599474715
